sq_mt_built,n_rooms,n_bathrooms,floor,rent_price,house_type_id,is_new_development,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_accessible,has_green_zones,has_parking,District_code
234.0,4,2,10,2234,2,False,True,True,True,True,False,True,True,False,True,True,True,True,18
132.0,4,2,4,1505,2,False,True,True,True,True,False,False,True,True,True,False,True,True,18
172.0,4,3,3,1553,2,False,True,True,True,True,False,False,True,True,True,False,False,True,18
43.0,2,1,3,579,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
132.0,4,2,1,686,1,False,False,True,False,True,False,False,True,False,False,False,False,False,18
52.0,2,1,1,604,1,False,True,False,False,False,False,False,False,False,False,False,False,False,18
80.0,3,1,10,658,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
75.0,3,1,10,979,1,False,False,False,True,True,False,False,False,False,False,False,False,False,18
130.0,3,2,6,1122,1,False,True,True,True,True,False,True,False,False,True,False,True,True,18
108.0,3,2,1,1035,1,False,True,True,True,True,False,False,False,False,True,False,False,True,18
126.0,3,2,1,847,1,False,True,True,False,True,False,False,True,True,True,False,True,True,18
120.0,3,2,1,1044,1,False,True,True,True,True,False,True,False,False,False,False,True,True,18
88.0,2,2,8,1009,1,False,True,True,True,True,False,False,True,False,True,False,False,True,18
80.0,1,1,3,609,1,False,False,False,True,True,False,False,True,False,False,False,False,False,18
73.0,3,1,3,666,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
80.0,4,1,3,758,1,False,False,False,True,True,False,False,True,False,False,True,False,False,18
65.0,3,1,1,658,1,False,False,False,True,True,False,False,True,False,True,False,False,False,18
80.0,3,1,10,762,1,False,True,True,False,True,False,False,False,False,True,False,False,False,18
75.0,3,1,7,851,1,False,True,False,True,True,False,False,False,False,False,False,False,False,18
73.0,3,1,3,666,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
140.0,3,2,2,851,1,False,True,True,False,True,False,False,True,True,False,False,False,False,18
60.0,3,1,3,907,1,False,True,False,False,True,False,False,False,True,False,False,False,False,18
59.0,2,1,2,713,1,False,True,True,False,True,False,False,True,False,False,False,False,False,18
57.0,2,1,3,583,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
85.0,2,1,1,744,1,False,False,True,False,True,False,False,False,False,False,False,False,False,18
126.0,2,2,1,929,1,False,True,True,True,True,False,False,False,False,True,True,False,True,18
73.0,2,2,1,1122,3,False,True,True,False,True,False,False,True,False,False,False,False,False,18
56.0,2,1,10,661,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
118.0,4,2,8,798,1,False,False,False,True,True,False,False,False,False,False,False,False,False,18
160.0,0,1,10,666,1,False,False,False,False,True,False,False,True,False,False,False,True,False,18
96.0,3,2,2,979,1,False,False,True,True,True,False,False,False,False,False,True,False,False,18
120.0,3,2,1,798,1,False,True,True,False,True,False,False,False,False,False,True,False,True,18
90.0,3,1,10,791,1,False,False,False,True,True,False,False,True,False,True,False,False,False,18
90.0,4,1,2,744,1,False,True,True,True,True,False,False,False,False,True,True,False,False,18
88.0,2,2,1,1038,1,False,True,True,True,True,False,False,True,False,False,True,True,True,18
82.0,3,1,5,658,1,False,False,False,False,False,False,False,False,False,False,False,False,False,18
65.0,2,1,1,579,1,False,True,True,False,False,False,False,False,False,False,False,False,False,18
80.0,3,1,2,663,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
98.0,3,2,2,805,1,False,False,True,True,True,False,False,False,False,False,True,True,False,18
111.0,3,2,2,857,1,False,True,True,False,True,False,False,True,False,False,False,True,False,18
88.0,2,1,6,1006,1,False,True,True,True,True,False,True,False,False,False,True,True,True,18
95.0,3,2,11,979,4,False,True,True,False,False,False,False,True,False,False,False,False,False,18
180.0,3,2,10,1094,1,False,True,True,False,True,False,False,False,False,True,False,False,True,18
77.0,3,1,2,646,1,False,False,True,False,True,False,False,True,False,False,False,False,False,18
67.0,3,1,3,702,1,False,True,True,False,True,False,False,False,False,False,False,False,False,18
70.0,3,1,4,678,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
55.0,2,1,2,662,1,False,True,True,False,True,False,False,False,False,False,False,False,False,18
67.0,3,1,3,702,1,False,True,True,False,True,False,False,False,False,False,False,False,False,18
62.0,3,1,2,617,1,False,False,False,True,True,False,False,False,False,False,False,False,False,18
52.0,3,1,3,583,1,False,False,False,False,True,False,False,False,True,False,False,False,False,18
50.0,1,1,1,698,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
50.0,1,1,10,535,1,False,False,True,False,True,False,False,False,False,False,False,False,False,18
74.0,3,1,3,646,1,False,False,False,False,False,False,False,False,False,False,False,False,False,18
50.0,1,1,1,698,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
62.0,2,1,10,910,1,False,False,False,False,False,False,False,True,False,False,False,False,False,18
59.0,1,1,1,894,1,False,True,True,False,True,False,False,True,False,False,False,False,False,18
78.0,2,1,1,979,1,False,True,True,False,True,False,False,True,False,False,False,False,False,18
87.0,3,1,2,979,3,False,True,True,False,True,False,False,False,False,False,False,False,False,18
127.0,4,2,2,798,1,False,False,True,False,True,False,False,True,False,False,False,False,False,18
70.0,3,1,3,702,1,False,False,True,False,True,False,False,False,False,False,False,False,False,18
50.0,2,1,4,566,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
60.0,2,1,3,530,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
65.0,2,1,2,837,1,False,False,False,False,False,False,False,False,False,False,False,False,False,18
119.0,3,2,11,1361,1,False,False,False,True,False,False,False,False,False,False,False,False,False,18
99.0,3,1,4,917,1,False,True,True,False,True,False,False,False,True,False,False,True,False,18
56.0,2,1,10,508,1,False,False,True,False,True,False,False,True,False,False,False,False,False,18
150.0,3,2,1,1094,1,False,True,True,True,True,False,True,False,False,True,True,True,True,18
80.0,3,1,6,762,1,False,False,True,True,True,False,False,True,False,False,False,False,False,18
70.0,3,1,3,583,1,False,False,False,False,True,False,False,True,False,False,False,False,False,18
90.0,3,2,7,1148,1,False,False,False,True,True,False,False,False,False,False,True,False,True,18
120.0,3,2,3,1052,1,False,True,True,True,True,False,True,False,True,True,False,True,True,18
51.0,2,1,2,1038,1,False,True,True,False,True,False,False,True,False,False,False,False,False,18
75.0,2,1,10,698,1,False,False,True,True,True,False,False,False,False,False,False,False,False,18
114.0,3,2,6,884,1,False,False,False,True,True,False,False,True,True,False,False,False,False,18
111.0,3,2,10,942,1,False,False,False,False,True,False,False,True,False,False,False,False,False,18
66.0,3,1,2,728,1,False,True,True,False,True,False,False,True,False,False,False,False,False,18
78.0,3,1,10,1052,1,False,False,False,True,False,False,False,True,False,True,False,False,False,18
126.0,3,2,1,1323,1,False,True,True,True,True,False,True,False,False,True,False,True,True,18
77.0,3,1,2,798,1,False,True,False,False,True,False,False,True,False,False,False,False,False,18
45.0,2,1,3,646,1,False,True,True,False,True,False,False,False,False,False,False,False,False,18
123.0,2,1,1,871,1,False,True,True,True,True,False,True,False,True,True,True,True,True,18
70.0,3,1,1,766,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
52.0,2,1,2,579,1,False,False,False,False,True,False,False,False,False,True,False,False,False,18
97.0,3,1,2,777,1,False,True,False,False,True,False,False,True,False,False,False,False,False,18
65.0,2,1,2,705,1,False,True,False,False,True,False,False,False,False,False,False,True,False,18
55.0,1,1,1,777,1,False,True,True,True,True,False,False,False,True,True,True,False,False,18
68.0,3,1,4,604,1,False,True,True,False,True,False,False,True,False,False,False,False,False,18
93.0,2,2,2,766,1,False,True,True,False,True,False,False,False,False,True,False,False,True,18
66.0,3,1,2,725,1,False,False,False,True,False,False,False,True,False,False,False,False,False,18
120.0,2,2,7,1200,2,False,True,True,True,True,False,True,True,False,True,True,True,True,18
95.0,3,2,6,1416,1,False,True,True,True,True,False,False,False,False,False,False,False,True,18
100.0,3,2,7,780,1,False,True,True,True,True,False,False,True,False,False,False,False,False,18
73.0,2,1,2,1094,1,False,True,True,True,True,False,False,False,False,False,False,True,False,18
127.0,4,2,5,1260,1,False,True,True,True,True,False,True,False,False,True,False,False,True,18
127.0,4,2,5,1260,1,False,True,True,True,True,False,True,False,False,True,False,True,True,18
105.0,3,2,2,1067,1,False,True,True,True,True,False,True,False,True,True,True,True,False,18
61.0,2,1,4,649,1,False,False,False,False,False,False,False,False,False,False,False,False,False,18
58.0,2,1,3,686,1,False,True,False,False,True,False,False,False,False,False,False,False,False,18
70.0,2,1,1,780,1,False,False,False,False,False,False,False,False,False,True,False,False,True,18
128.0,4,2,3,1135,1,False,False,True,True,True,False,True,False,False,True,False,True,True,18
110.0,3,1,1,1174,1,False,True,True,True,True,False,False,False,False,True,False,False,False,18
91.0,4,1,2,994,1,False,True,True,True,False,False,False,False,False,False,False,False,False,18
149.0,4,2,11,1817,1,False,False,False,True,False,False,False,False,False,False,False,False,False,18
149.0,4,2,11,1847,1,False,False,False,True,False,False,False,False,False,False,False,False,False,18
118.0,4,2,1,1335,1,False,True,True,True,True,False,False,True,False,False,True,False,True,18
100.0,4,1,1,508,1,False,True,False,False,False,False,False,False,False,True,False,False,False,18
70.0,2,1,1,798,1,False,True,True,True,True,False,False,False,True,False,False,False,False,18
76.0,2,1,1,813,1,False,False,True,False,True,False,False,False,False,False,False,False,False,18
80.0,2,2,10,705,1,False,True,True,False,True,False,False,False,False,True,False,False,False,18
52.0,2,1,10,751,1,False,True,False,False,False,False,False,False,False,False,False,False,False,18
70.0,2,1,1,561,1,False,False,True,True,True,False,False,True,False,False,False,False,False,18
45.0,2,1,10,604,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
30.0,1,1,10,471,1,False,False,False,False,False,False,False,False,False,False,False,False,False,18
45.0,2,1,3,561,1,False,True,False,False,True,False,False,True,True,False,False,False,False,18
105.0,3,1,3,1038,1,False,True,True,True,True,False,False,True,False,True,False,False,False,18
69.0,3,1,1,907,1,False,True,False,False,True,False,False,True,False,False,False,False,False,18
59.0,2,1,3,592,1,False,False,True,False,True,False,False,True,False,False,False,False,False,18
98.0,3,1,1,713,1,False,False,False,False,False,False,False,False,False,False,False,False,False,18
70.0,3,1,3,604,1,False,False,False,False,True,False,False,True,False,False,False,False,False,18
57.0,3,1,4,654,1,False,True,True,False,False,False,False,False,False,False,False,False,False,18
65.0,2,1,1,798,1,False,True,True,False,True,False,False,False,False,False,False,False,False,18
98.0,2,1,1,686,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
108.0,3,2,5,725,1,False,False,False,True,True,False,False,True,False,False,False,False,False,18
90.0,3,1,10,646,1,False,False,False,True,True,False,False,False,False,False,False,False,False,18
95.0,2,1,2,1405,1,False,True,True,True,True,False,True,False,False,True,True,True,True,18
85.0,4,1,3,867,1,False,True,False,False,True,False,False,True,True,True,False,False,False,18
53.0,3,1,1,583,1,False,False,True,False,True,False,False,False,False,False,False,False,False,18
80.0,3,2,11,917,4,False,False,True,False,False,False,False,False,False,False,False,False,False,18
137.0,3,2,3,1052,1,False,True,True,True,True,False,True,False,False,True,False,False,True,18
56.0,2,1,2,725,1,False,True,False,False,True,False,False,True,False,False,False,False,False,18
60.0,3,1,2,621,1,False,False,False,False,True,False,False,True,False,False,False,True,False,18
146.0,3,2,2,1067,1,False,True,True,True,True,False,True,False,True,True,False,True,True,18
115.0,4,2,1,964,1,False,True,True,False,True,False,False,True,True,False,False,True,False,18
131.0,3,2,11,1055,1,False,True,True,True,True,False,False,True,False,True,False,False,False,18
85.0,3,1,3,725,1,False,False,False,False,True,False,False,True,False,False,False,False,False,18
123.0,4,2,3,1238,1,False,False,True,True,True,False,False,True,False,True,False,True,True,18
87.0,3,1,2,1200,1,False,True,True,True,True,False,False,True,False,True,False,True,False,18
140.0,5,2,2,1218,1,False,False,False,False,True,False,False,True,False,True,False,False,False,18
71.0,2,1,1,917,2,False,False,True,False,True,False,False,True,False,False,False,False,False,18
102.0,3,2,5,1335,1,False,True,True,True,True,False,False,False,False,False,True,False,True,18
55.0,2,1,4,602,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
100.0,4,2,10,884,1,False,False,False,True,False,False,False,True,False,False,False,False,False,18
118.0,3,2,1,1361,1,False,False,True,True,False,False,False,False,False,False,False,False,False,18
110.0,3,2,1,1081,1,False,True,True,True,True,False,False,True,False,True,True,True,True,18
41.0,3,1,1,561,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
84.0,2,2,2,1174,1,False,True,True,True,True,False,False,False,False,True,False,False,True,18
68.0,2,1,1,913,1,False,True,True,True,True,False,False,False,False,False,False,False,False,18
70.0,2,1,3,631,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
90.0,2,1,9,813,1,False,False,False,True,True,False,False,False,False,False,True,False,True,18
77.0,3,1,3,666,1,False,False,False,False,True,False,False,True,False,False,False,True,False,18
100.0,3,2,4,743,1,False,False,False,False,True,False,False,True,False,False,False,False,False,18
50.0,2,1,1,517,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
85.0,2,2,1,881,1,False,False,False,True,True,False,False,False,False,True,False,False,True,18
109.0,3,2,9,777,1,False,False,True,True,True,False,False,True,True,False,False,False,False,18
87.0,3,1,3,762,1,False,True,True,False,True,False,False,True,False,True,False,False,True,18
120.0,4,2,1,816,1,False,False,False,False,True,False,False,True,False,False,False,False,False,18
62.0,2,1,7,1067,3,False,False,False,True,True,False,True,True,False,True,False,True,True,18
120.0,4,2,1,884,1,False,False,False,False,True,False,False,True,False,False,False,False,False,18
60.0,1,1,2,851,1,False,False,True,True,True,False,False,False,False,False,False,False,False,18
67.0,1,1,2,979,1,False,True,True,True,True,False,True,False,False,False,False,True,True,18
70.0,2,1,4,913,1,False,False,True,False,True,False,False,False,False,False,False,False,False,18
87.0,2,2,5,942,1,False,False,True,True,True,False,True,False,False,True,True,True,True,18
40.0,1,1,2,625,1,False,True,True,True,True,False,False,False,False,False,False,False,False,18
61.0,2,1,10,658,1,False,False,True,False,True,False,False,False,False,False,False,False,False,18
60.0,3,1,1,823,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
62.0,3,1,2,762,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
66.0,3,1,1,809,1,False,False,True,False,True,False,False,False,False,False,False,False,False,18
62.0,3,1,3,646,1,False,False,False,False,True,False,False,True,False,False,False,False,False,18
49.0,2,1,10,561,1,False,False,True,True,True,False,False,False,False,False,False,False,False,18
70.0,1,1,11,615,1,False,False,False,False,False,False,False,True,False,True,False,False,False,18
71.0,1,1,11,725,1,False,False,False,False,False,False,False,True,False,True,False,False,False,18
66.0,1,1,11,592,1,False,False,False,False,False,False,False,True,False,True,False,False,False,18
60.0,1,2,10,851,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
59.0,3,1,4,674,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
80.0,3,1,10,780,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
75.0,3,2,3,816,1,False,False,False,False,True,False,False,True,False,True,False,False,False,18
70.0,2,2,1,881,1,False,False,False,True,True,False,False,False,False,True,False,False,True,18
57.0,2,1,2,583,1,False,False,False,False,True,False,False,True,False,False,False,False,False,18
80.0,2,1,3,1530,1,False,True,True,True,True,False,False,False,False,False,False,False,False,18
127.0,4,2,3,777,1,False,False,True,False,True,False,False,False,False,False,False,True,False,18
110.0,2,2,2,1135,1,False,True,True,True,True,False,True,False,False,True,False,False,True,18
42.0,2,1,2,705,1,False,True,False,True,True,False,False,False,False,False,False,False,False,18
68.0,3,1,5,744,1,False,True,False,False,True,False,False,False,False,False,False,False,False,18
100.0,3,2,1,884,1,False,False,False,False,True,False,False,True,True,False,False,False,False,18
87.0,2,1,2,913,1,False,True,False,False,True,False,False,True,True,True,False,False,False,18
73.0,2,1,3,816,1,False,False,True,False,True,False,False,True,False,False,False,False,False,18
78.0,3,1,2,795,1,False,False,True,True,True,False,False,True,False,False,False,False,False,18
100.0,3,2,8,1346,1,False,True,True,True,True,False,True,False,False,True,False,True,True,18
62.0,3,1,1,667,1,False,False,False,False,False,False,False,False,False,False,False,False,False,18
85.0,2,1,10,583,1,False,False,True,False,True,False,False,False,False,False,False,True,False,18
92.0,2,2,5,1052,1,False,True,True,True,True,False,True,False,False,True,False,True,True,18
65.0,2,1,2,725,1,False,False,False,False,False,False,False,False,False,False,False,False,False,18
35.0,2,1,1,666,1,False,True,True,False,True,False,False,False,False,False,False,False,False,18
60.0,3,1,2,851,1,False,True,True,False,True,False,False,True,True,False,False,False,False,18
105.0,2,2,3,1200,2,False,True,True,True,True,False,False,True,False,True,False,False,False,18
47.0,2,1,1,604,1,False,True,False,False,False,False,False,False,False,False,False,False,False,18
80.0,3,1,3,717,1,False,False,False,False,True,False,False,True,True,False,False,True,False,18
75.0,3,1,1,654,1,False,False,False,False,True,False,False,True,True,False,False,False,False,18
62.0,1,1,1,769,1,False,True,False,True,True,False,False,True,False,False,False,True,False,18
120.0,3,2,1,1094,1,False,True,True,True,True,False,True,False,False,False,False,True,True,18
62.0,2,1,3,744,1,False,False,False,True,True,False,False,False,False,False,True,False,False,18
78.0,2,1,7,1119,3,False,True,True,True,True,False,True,True,False,True,True,True,True,18
60.0,2,1,4,583,1,False,True,True,False,True,False,False,False,False,False,False,False,False,18
95.0,3,1,7,1009,1,False,False,True,True,True,False,False,True,False,False,False,False,False,18
86.0,2,2,5,994,1,False,True,True,True,True,False,True,False,False,False,True,True,False,18
105.0,3,2,2,1148,1,False,True,True,True,True,False,True,False,False,True,True,True,True,18
64.0,2,1,1,948,1,False,False,True,False,True,False,False,True,False,False,False,False,True,18
118.0,3,2,3,1817,1,False,False,True,True,False,False,False,False,False,False,False,False,False,18
60.0,3,1,11,744,1,False,True,False,False,False,False,False,False,False,False,False,False,False,18
94.0,3,1,1,851,1,False,True,True,True,True,False,False,True,False,False,False,False,False,18
99.0,3,2,1,917,1,False,True,True,True,True,False,False,False,False,False,False,False,False,18
85.0,3,2,10,705,2,False,True,False,True,True,False,False,False,False,True,True,False,False,18
140.0,3,2,2,851,1,False,True,True,False,True,False,False,True,True,False,False,True,False,18
70.0,3,1,3,798,1,False,True,False,True,True,False,False,True,False,False,True,False,False,18
125.0,3,2,2,798,1,False,False,True,False,True,False,False,True,True,True,False,True,True,18
130.0,2,2,3,1143,2,False,True,True,True,True,False,False,True,True,False,True,False,True,18
68.0,3,1,2,728,1,False,True,False,False,True,False,False,False,True,False,False,False,False,18
70.0,2,1,2,780,1,False,True,True,False,True,False,False,False,False,False,False,False,False,18
120.0,3,2,9,1122,1,False,False,True,True,True,False,False,False,False,True,True,True,True,18
141.0,3,2,3,1067,1,False,False,True,True,True,False,False,False,False,False,False,True,False,18
55.0,2,1,3,494,1,False,True,True,False,False,False,False,False,False,False,False,False,False,18
69.0,3,1,3,728,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
47.0,2,1,3,642,1,False,False,True,False,True,False,False,False,False,False,False,False,False,18
79.0,3,1,4,816,1,False,False,False,True,True,False,False,False,False,False,False,False,False,18
85.0,3,1,3,850,1,False,False,True,False,True,False,False,True,False,True,False,False,False,18
90.0,3,2,11,979,4,False,True,True,False,False,False,False,False,False,False,False,False,False,18
113.0,3,2,8,816,1,False,False,True,True,True,False,False,True,False,True,False,False,False,18
112.0,3,2,7,833,1,False,False,True,True,True,False,False,True,False,True,False,False,True,18
115.0,3,2,7,744,1,False,False,True,True,True,False,False,True,False,False,False,False,False,18
80.0,3,1,2,674,1,False,False,False,False,True,False,False,True,False,False,False,False,False,18
115.0,3,2,2,833,1,False,False,False,True,True,False,False,True,False,False,False,True,False,18
43.0,2,1,1,666,1,False,True,True,False,True,False,False,False,False,False,False,False,False,18
118.0,3,2,3,1795,1,False,False,True,True,False,False,False,False,False,False,False,False,False,18
118.0,4,2,3,1847,1,False,False,False,True,False,False,False,True,False,False,False,False,False,18
80.0,3,1,11,623,1,False,False,False,False,False,False,False,False,False,False,False,False,False,18
129.0,3,2,2,702,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
84.0,4,2,2,702,1,False,False,True,False,True,False,False,True,False,False,False,False,False,18
110.0,3,2,1,798,1,False,True,True,False,True,False,False,False,False,False,False,False,False,18
80.0,3,1,1,662,1,False,False,True,True,True,False,False,True,True,False,False,False,False,18
80.0,3,1,1,662,1,False,False,False,False,True,False,False,True,False,True,False,False,False,18
122.0,4,2,6,1250,1,False,True,True,True,True,False,True,True,False,True,False,True,True,18
46.0,1,1,1,539,1,False,True,True,False,True,False,False,False,False,False,False,False,False,18
95.0,3,1,3,884,1,False,False,True,True,True,False,False,True,False,False,False,False,False,18
120.0,3,2,1,736,1,False,True,True,False,True,False,False,True,False,True,False,False,False,18
120.0,3,2,1,1335,1,False,False,True,True,True,False,True,False,True,True,True,True,True,18
75.0,3,1,3,816,1,False,True,True,True,True,False,False,False,False,False,False,False,False,18
70.0,2,1,11,600,1,False,False,False,False,False,False,False,False,False,False,False,False,False,18
80.0,3,1,3,833,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
120.0,3,1,11,1122,4,False,True,False,False,False,False,False,True,False,False,False,False,False,18
72.0,2,1,1,709,1,False,True,True,True,True,False,False,True,False,False,False,False,False,18
160.0,4,3,1,1122,1,False,False,False,False,True,False,False,True,False,False,False,False,True,18
90.0,3,1,5,736,1,False,False,True,True,True,False,False,True,False,False,False,False,False,18
98.0,3,2,2,1135,1,False,True,True,True,True,False,True,False,False,True,False,False,True,18
111.0,3,2,11,942,4,False,False,False,False,False,False,False,True,False,False,False,False,False,18
46.0,1,1,11,707,1,False,False,False,False,False,False,False,True,False,True,False,False,False,18
70.0,2,1,10,744,1,False,True,True,False,True,False,False,True,False,True,False,False,True,18
49.0,2,1,3,646,1,False,False,False,False,True,False,False,True,False,False,False,False,False,18
63.0,3,1,1,646,1,False,False,False,True,True,False,False,True,False,False,True,False,False,18
100.0,2,2,7,1122,3,False,False,True,True,True,False,True,True,False,True,False,True,True,18
87.0,2,2,6,994,1,False,False,True,True,True,False,True,False,False,True,False,True,True,18
118.0,3,2,3,798,1,False,True,True,False,True,False,False,False,False,False,False,False,False,18
100.0,3,2,2,868,1,False,True,True,False,True,False,False,False,False,False,False,False,True,18
98.0,3,1,1,713,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
116.0,3,2,8,780,1,False,False,True,True,True,False,False,True,False,False,False,False,False,18
120.0,3,2,6,1094,1,False,True,True,True,True,False,True,True,False,True,False,True,True,18
70.0,4,1,3,758,1,False,True,True,False,False,False,False,False,True,False,False,False,False,18
100.0,3,2,2,1135,1,False,True,True,True,True,False,True,False,False,True,True,True,True,18
90.0,1,1,7,1122,2,False,True,True,True,True,False,True,True,False,True,False,True,True,18
130.0,4,2,6,871,1,False,True,True,True,True,False,False,False,True,False,True,True,False,18
110.0,3,2,9,1122,1,False,False,True,True,True,False,False,False,False,True,True,True,True,18
100.0,3,2,10,979,1,False,True,True,True,True,False,False,True,False,True,True,False,True,18
88.0,4,1,2,994,1,False,False,False,True,True,False,False,False,False,False,False,False,False,18
94.0,2,2,3,994,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
186.0,4,3,10,2245,2,False,True,True,False,True,False,True,True,False,True,False,True,False,18
65.0,3,1,4,609,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
67.0,3,1,3,917,1,False,True,True,False,True,False,False,True,False,False,False,False,False,18
102.0,2,1,10,508,1,False,True,False,False,True,False,False,False,False,False,False,False,False,18
77.0,3,1,2,698,1,False,False,False,False,True,False,False,True,False,False,False,False,False,18
70.0,2,1,4,600,1,False,True,False,False,False,False,False,False,False,False,False,False,False,18
65.0,3,1,3,732,1,False,True,True,False,False,False,False,True,False,False,True,False,False,18
65.0,3,1,2,596,1,False,False,False,True,True,False,False,True,False,False,False,False,False,18
68.0,2,1,2,646,1,False,False,False,True,True,False,False,False,False,False,False,False,False,18
85.0,3,1,1,654,1,False,False,False,False,True,False,False,True,False,False,False,False,False,18
64.0,3,1,2,634,1,False,False,True,True,True,False,False,False,True,False,True,False,False,18
74.0,3,1,4,705,1,False,True,False,False,True,False,False,True,True,False,False,False,False,18
100.0,3,2,2,857,1,False,True,True,True,True,False,False,True,False,True,False,False,False,18
118.0,3,2,4,798,1,False,True,False,True,True,False,False,True,False,False,False,False,False,18
67.0,3,1,10,646,1,False,True,True,True,False,False,False,False,False,False,True,False,False,18
180.0,4,3,11,1200,4,False,False,False,False,False,False,False,True,True,True,False,False,True,18
90.0,3,2,7,1148,1,False,True,False,True,True,False,False,False,False,False,False,True,True,18
220.0,3,2,1,1530,3,False,True,True,True,True,False,True,True,True,True,False,True,True,18
110.0,3,2,1,1081,1,False,True,True,True,True,False,False,True,False,True,False,True,True,18
82.0,3,1,3,698,1,False,True,True,False,True,False,False,False,False,False,False,False,False,18
114.0,3,2,11,881,4,False,False,True,False,False,False,False,False,False,True,True,False,False,18
170.0,4,2,6,1873,3,False,True,True,True,True,False,False,True,True,True,False,True,True,18
105.0,3,2,1,721,1,False,False,True,False,True,False,False,True,False,False,False,False,False,18
110.0,3,2,3,702,1,False,True,False,False,True,False,False,True,True,False,False,False,False,18
74.0,3,1,10,646,1,False,False,False,True,True,False,False,True,True,False,False,False,False,18
109.0,3,2,7,762,1,False,False,True,True,True,False,False,True,False,False,False,False,False,18
95.0,3,2,5,1003,1,False,True,True,True,False,False,True,False,False,True,False,False,True,18
90.0,2,1,2,798,1,False,True,True,False,True,False,False,True,True,False,False,False,False,18
77.0,3,1,5,762,1,False,False,True,True,True,False,False,True,False,False,False,False,False,18
78.0,3,1,1,686,1,False,True,True,True,True,False,False,False,True,True,False,True,False,18
114.0,4,2,1,964,1,False,True,True,False,True,False,False,False,True,False,False,False,False,18
124.0,3,2,1,777,1,False,False,True,False,True,False,False,False,False,True,False,False,False,18
90.0,2,2,1,1067,1,False,False,True,True,True,False,True,False,False,True,False,True,True,18
118.0,3,2,5,1710,1,False,True,True,True,True,False,True,False,False,True,False,True,True,18
59.0,2,1,1,621,1,False,False,False,True,True,False,False,True,False,False,False,False,False,18
109.0,3,2,7,596,1,False,True,True,True,True,False,False,True,False,False,False,False,False,18
196.0,3,2,3,1250,3,False,True,False,False,True,False,False,True,False,False,False,False,True,18
85.0,3,1,1,658,1,False,False,False,False,True,False,False,False,False,False,False,False,False,18
90.0,2,2,3,994,1,False,True,True,True,True,False,True,False,False,False,False,True,True,18
111.0,3,2,4,1024,1,False,True,True,True,True,False,False,True,False,False,False,False,False,18
85.0,2,1,5,569,1,False,True,True,True,True,False,True,False,False,True,False,True,True,18
149.0,3,2,5,1146,1,False,True,True,True,True,False,False,False,False,True,True,False,True,18
52.0,2,1,10,570,1,False,False,False,False,False,False,False,False,False,False,False,False,False,18
61.0,1,1,11,823,1,False,True,True,True,True,False,False,True,False,True,False,False,False,18
88.0,2,2,3,1067,1,False,True,True,True,True,False,True,False,False,False,True,True,True,18
109.0,3,2,1,964,1,False,False,True,False,True,False,False,True,False,False,False,False,True,18
94.0,3,2,3,1065,2,False,False,True,True,True,False,False,True,True,True,False,False,True,18
75.0,1,1,9,1138,3,False,True,True,True,True,False,True,True,False,True,False,True,True,18
70.0,2,1,7,1067,3,False,True,True,True,True,False,True,True,False,True,False,False,True,18
96.0,3,2,2,964,1,False,False,False,True,True,False,False,False,False,False,True,True,True,18
82.0,3,1,10,798,1,False,True,True,True,True,False,False,True,False,False,True,False,False,18
105.0,2,2,1,967,1,False,True,True,True,True,False,False,False,False,True,False,True,True,18
140.0,3,2,1,1103,1,False,False,True,True,True,False,True,False,False,True,False,True,True,18
126.0,3,2,1,1094,1,False,False,False,True,True,False,False,True,False,True,True,True,True,18
80.0,3,1,2,901,1,False,True,True,True,True,False,False,False,False,True,False,False,False,18
