title,sq_mt_built,n_rooms,n_bathrooms,floor,rent_price,buy_price,house_type_id,is_renewal_needed,is_new_development,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_accessible,has_green_zones,energy_certificate,has_parking,Neighborhood_code,Neighborhood_name,District_code,District_name
Piso en venta en calle Illescas,88.0,3,2,1,910,198000,Pisos,False,False,False,False,True,True,False,False,False,False,False,False,False,F,False,67, Aluche,10, Latina
Piso en venta en calle de Tembleque,65.0,3,1,6,777,159000,Pisos,False,False,False,True,True,True,False,False,False,False,False,False,True,D,False,67, Aluche,10, Latina
"Piso en venta en avenida de Las Águilas, 93",92.0,3,1,1,1023,234900,Pisos,False,False,False,False,True,True,False,False,True,False,False,False,True,en trámite,False,66, Águilas,10, Latina
Piso en venta en calle de Jaime Vera,40.0,1,1,1,762,155000,Pisos,False,False,True,True,False,False,False,False,False,False,False,False,False,E,False,70, Puerta del Ángel,10, Latina
Piso en venta en calle de Navalmoral de la Mata,60.0,2,1,4,548,102000,Pisos,False,False,False,False,False,True,False,False,True,False,False,False,False,en trámite,False,66, Águilas,10, Latina
Piso en venta en calle de Benicasim,83.0,3,1,1,851,180000,Pisos,False,False,False,False,False,True,False,False,True,False,False,False,False,E,False,70, Puerta del Ángel,10, Latina
Piso en venta en calle de Navalmoral de la Mata,56.0,2,1,2,517,95000,Pisos,True,False,False,False,True,True,False,False,False,False,False,False,False,en trámite,False,66, Águilas,10, Latina
Piso en venta en calle Francisca Armada,72.0,2,1,1,1009,230000,Pisos,False,False,False,True,True,True,False,False,True,False,False,False,False,en trámite,True,71, Los Cármenes,10, Latina
Piso en venta en calle Francisca Armada,50.0,1,1,1,769,157000,Pisos,False,False,False,True,True,True,False,False,True,False,False,False,False,en trámite,True,71, Los Cármenes,10, Latina
Piso en venta en Fray José Cerdeiriña,50.0,2,1,Bajo,658,128000,Pisos,False,False,False,False,False,True,False,False,False,False,False,False,False,E,False,66, Águilas,10, Latina
"Piso en venta en calle de Ampelido, 19",96.0,2,2,1,979,220000,Pisos,False,False,False,False,True,True,False,False,False,False,True,False,False,G,True,70, Puerta del Ángel,10, Latina
Piso en venta en calle Villacarriedo,80.0,3,1,4,702,139000,Pisos,True,False,True,False,False,True,False,False,True,False,False,False,False,G,False,68, Campamento,10, Latina
Piso en venta en paseo de Extremadura,74.0,3,1,Bajo,682,134000,Pisos,False,False,False,True,False,True,False,False,True,False,False,False,False,F,False,69, Lucero,10, Latina
Piso en venta en calle del Lucero,55.0,2,1,4,702,139000,Pisos,False,False,True,True,True,True,False,False,True,False,False,False,False,E,False,69, Lucero,10, Latina
Piso en venta en calle Villasandino,74.0,2,1,1,851,180000,Pisos,False,False,True,True,False,True,False,False,True,False,True,False,False,E,False,69, Lucero,10, Latina
Piso en venta en avenida de PORTUGAL,83.0,3,1,5,1094,260000,Pisos,True,False,False,True,True,True,False,False,True,False,False,False,False,F,False,70, Puerta del Ángel,10, Latina
Piso en venta en calle Cuart de Poblet,65.0,2,1,Bajo,650,126000,Pisos,False,False,False,False,False,True,False,False,False,False,False,False,False,C,False,69, Lucero,10, Latina
Piso en venta en Higueras,109.0,3,2,4,1424,393500,Pisos,False,False,True,True,True,True,False,True,True,False,False,True,True,E,True,69, Lucero,10, Latina
Piso en venta en calle de la Maestra Justa Freire,70.0,3,1,1,650,126000,Pisos,True,False,False,True,False,True,False,False,False,False,False,False,True,E,False,66, Águilas,10, Latina
Piso en venta en calle de Soledad Cazorla,82.0,3,1,4,666,130000,Pisos,True,False,False,False,False,True,False,False,False,False,False,False,False,en trámite,False,66, Águilas,10, Latina
Piso en venta en calle de José de Cadalso,75.0,3,1,3,816,170000,Pisos,True,False,False,True,True,True,False,False,True,False,False,True,False,en trámite,False,66, Águilas,10, Latina
Piso en venta en calle Antonia Calvo s/n,68.0,1,1,1,805,167000,Pisos,False,False,True,True,True,True,False,False,False,True,True,False,False,en trámite,False,69, Lucero,10, Latina
Piso en venta en Alfonso Cea,70.0,2,1,Otro,798,165000,Pisos,False,False,False,False,True,True,False,False,False,False,False,False,False,en trámite,False,70, Puerta del Ángel,10, Latina
Piso en venta en Almazan,75.0,3,1,3,650,126000,Pisos,True,False,False,False,False,True,False,False,False,False,False,False,False,en trámite,False,69, Lucero,10, Latina
Piso en venta en paseo de los Olivos,65.0,3,1,3,798,165000,Pisos,False,False,False,False,False,True,False,False,False,True,False,False,False,E,False,70, Puerta del Ángel,10, Latina
Piso en venta en calle de Latina,107.0,3,2,4,1358,365000,Pisos,False,False,False,False,True,False,False,False,True,False,True,False,False,no indicado,False,69, Lucero,10, Latina
Piso en venta en calle de Coca s/n,59.0,2,1,1,744,150000,Pisos,False,False,False,True,False,True,False,False,False,True,False,False,False,en trámite,False,69, Lucero,10, Latina
Piso en venta en costanilla de los Olivos,62.0,3,1,2,737,148270,Pisos,True,False,False,False,False,True,False,False,False,False,False,False,False,en trámite,False,70, Puerta del Ángel,10, Latina
Piso en venta en costanilla de los Olivos,52.0,2,1,4,613,117000,Pisos,False,False,True,True,False,True,False,False,True,True,False,False,False,en trámite,False,70, Puerta del Ángel,10, Latina
Piso en venta en CAMARENA,70.0,2,1,2,645,124900,Pisos,False,False,False,False,False,True,False,False,False,False,False,False,False,en trámite,False,67, Aluche,10, Latina
Piso en venta en Aldeanueva de la Vera,56.0,2,1,Bajo,646,125000,Pisos,False,False,False,True,True,True,False,False,False,False,True,True,False,en trámite,False,66, Águilas,10, Latina
Piso en venta en calle Castuera,54.0,2,1,2,662,129000,Pisos,False,False,True,True,False,True,False,False,False,False,False,False,False,en trámite,False,69, Lucero,10, Latina
Piso en venta en paseo de la Ermita del Santo,75.0,2,1,1,1032,238000,Pisos,False,False,True,True,True,True,False,False,False,False,False,False,False,en trámite,False,71, Los Cármenes,10, Latina
Piso en venta en paseo Olivos,74.0,3,1,2,908,197260,Pisos,False,False,True,False,False,True,False,False,True,False,False,False,False,en trámite,False,70, Puerta del Ángel,10, Latina
Piso en venta en calle de Camarena,76.0,3,1,3,758,154000,Pisos,False,False,True,False,True,True,False,False,True,False,False,False,False,F,False,67, Aluche,10, Latina
Piso en venta en avenida de Las Águilas,75.0,3,1,8,686,135000,Pisos,False,False,False,False,True,True,False,False,True,False,True,False,False,en trámite,False,66, Águilas,10, Latina
Piso en venta en avenida de Las Águilas,75.0,3,1,8,721,144000,Pisos,False,False,False,False,True,True,False,False,True,False,False,False,False,en trámite,False,66, Águilas,10, Latina
Piso en venta en calle Berlanas,109.0,3,2,1,1195,298000,Pisos,False,False,False,True,True,True,False,False,False,False,False,True,False,F,False,69, Lucero,10, Latina
Piso en venta en calle San Rufo,69.0,3,1,4,994,225000,Pisos,True,False,False,True,True,True,False,False,False,False,False,False,False,en trámite,False,71, Los Cármenes,10, Latina
Piso en venta en avenida de Las Águilas,73.0,3,1,3,583,110000,Pisos,True,False,False,False,True,True,False,False,True,False,True,False,False,B,False,66, Águilas,10, Latina
Piso en venta en calle Alverja,78.0,2,1,9,1169,288000,Pisos,False,False,False,True,True,True,False,False,True,False,False,False,False,en trámite,False,69, Lucero,10, Latina
Piso en venta en calle Olivillo,95.0,2,2,1,1346,360000,Pisos,False,False,True,True,True,True,False,True,True,False,True,True,False,en trámite,True,69, Lucero,10, Latina
Piso en venta en Manises,67.0,3,1,3,740,149000,Pisos,False,False,True,False,False,True,False,False,False,False,False,False,False,en trámite,True,66, Águilas,10, Latina
"Piso en venta en AZOR, 6",62.0,2,1,1,650,126000,Pisos,True,False,True,True,False,False,False,False,True,False,False,False,False,F,False,68, Campamento,10, Latina
Piso en venta en calle de Jaime Vera,45.0,3,1,Bajo,666,130000,Pisos,False,False,False,False,False,True,False,False,False,False,False,False,False,no indicado,False,70, Puerta del Ángel,10, Latina
Piso en venta en YÉBENES,140.0,4,2,1,1485,420000,Pisos,True,False,False,True,True,True,False,False,True,False,False,True,False,en trámite,True,67, Aluche,10, Latina
Piso en venta en calle de Latina,107.0,3,2,4,1358,365000,Pisos,False,False,False,False,True,True,False,False,False,False,True,True,False,G,True,69, Lucero,10, Latina
"Piso en venta en avenida del Manzanares, 52",140.0,4,3,8,1610,475000,Pisos,False,False,False,True,True,True,False,False,False,False,False,False,True,en trámite,False,71, Los Cármenes,10, Latina
"Piso en venta en calle Antonia Calvo, 5",57.0,1,1,1,784,161000,Pisos,False,False,True,True,True,True,False,False,False,True,True,True,False,inmueble exento,False,69, Lucero,10, Latina
"Piso en venta en calle Guadarrama, 25",70.0,2,1,2,1024,235000,Pisos,False,False,True,True,True,True,False,False,False,True,False,True,False,B,True,70, Puerta del Ángel,10, Latina
"Piso en venta en calle de Cebreros, 92",75.0,3,1,5,1064,249000,Pisos,False,False,False,False,False,True,False,False,True,False,True,False,False,F,False,69, Lucero,10, Latina
"Piso en venta en calle Almazán, 9",70.0,3,1,Bajo,861,183000,Pisos,False,False,True,True,True,False,False,False,True,False,True,True,False,E,False,69, Lucero,10, Latina
"Piso en venta en calle Alverja, 5",100.0,3,2,9,1094,260000,Pisos,False,False,True,True,True,True,False,False,True,False,False,False,False,en trámite,False,69, Lucero,10, Latina
"Ático en venta en calle Concejal Francisco José Jiménez Martín, 156",115.0,3,3,5,1370,370000,Áticos,False,False,True,True,True,True,False,False,True,False,False,True,True,D,True,69, Lucero,10, Latina
"Piso en venta en calle de Sanchorreja, 15",90.0,2,2,4,1275,330000,Pisos,False,False,True,True,True,True,False,True,False,False,True,True,True,en trámite,True,69, Lucero,10, Latina
"Piso en venta en calle Valmojado, 293",84.0,3,1,2,897,194000,Pisos,False,False,False,True,True,True,False,False,True,False,False,False,True,no indicado,False,67, Aluche,10, Latina
"Piso en venta en calle de el Greco, 10",140.0,4,2,7,1370,370000,Pisos,True,False,False,True,True,True,False,False,True,False,True,False,True,D,True,69, Lucero,10, Latina
Piso en venta en Campamento,69.0,3,1,4,666,130000,Pisos,False,False,True,False,False,True,False,False,False,False,False,False,False,en trámite,False,68, Campamento,10, Latina
Piso en venta en calle de Navalmoral de la Mata,56.0,2,1,3,654,127000,Pisos,False,False,False,True,False,True,False,False,False,False,False,False,False,G,False,66, Águilas,10, Latina
Piso en venta en calle Illescas,87.0,3,2,1,910,198000,Pisos,False,False,True,False,True,True,False,False,False,False,False,False,False,en trámite,False,67, Aluche,10, Latina
Piso en venta en paseo de los Jesuitas s/n,62.0,2,1,3,851,180000,Pisos,False,False,False,False,True,True,False,False,True,False,False,False,False,E,False,70, Puerta del Ángel,10, Latina
Piso en venta en doña urraca,53.0,2,1,3,1038,240000,Pisos,False,False,False,False,False,True,False,False,False,False,False,False,False,F,False,70, Puerta del Ángel,10, Latina
Piso en venta en calle de Cullera s/n,101.0,3,2,6,574,108000,Pisos,True,False,True,False,True,False,False,False,False,False,False,False,False,no indicado,False,69, Lucero,10, Latina
"Piso en venta en calle Castuera, 19",53.0,2,1,2,662,129000,Pisos,False,False,True,False,False,True,False,False,True,False,False,False,False,en trámite,False,69, Lucero,10, Latina
Piso en venta en calle del Ansar,65.0,3,1,Otro,621,119000,Pisos,False,False,False,True,False,True,False,False,True,False,False,False,False,en trámite,False,71, Los Cármenes,10, Latina
Piso en venta en calle de la Duquesa de Parcent,74.0,3,1,4,702,139000,Pisos,True,False,True,False,True,True,False,False,False,False,False,True,False,en trámite,False,69, Lucero,10, Latina
Piso en venta en calle de Cardenal Mendoza,52.0,1,1,Bajo,798,165000,Pisos,False,False,False,False,False,True,False,False,False,False,False,False,False,en trámite,False,70, Puerta del Ángel,10, Latina
Piso en venta en Águilas,59.0,2,1,7,499,91000,Pisos,False,False,False,True,True,True,False,False,False,False,False,False,False,no indicado,False,66, Águilas,10, Latina
Dúplex en venta en Los Cármenes,90.0,3,1,1,705,140000,Dúplex,False,False,False,True,False,True,False,False,False,True,False,False,False,no indicado,False,71, Los Cármenes,10, Latina
"Piso en venta en calle de Higueras, 59",59.0,0,2,Bajo,649,125900,Pisos,True,False,False,False,False,False,False,False,True,False,False,False,False,no indicado,False,69, Lucero,10, Latina
Piso en venta en calle Sepúlveda,52.0,2,1,3,686,135000,Pisos,True,False,False,False,False,True,False,False,True,False,False,False,False,en trámite,False,70, Puerta del Ángel,10, Latina
"Piso en venta en Alhambra, 16",95.0,3,1,1,809,168000,Pisos,False,False,False,False,False,True,False,False,True,False,False,False,False,E,False,69, Lucero,10, Latina
Piso en venta en calle de Fray José Cerdeiriña,58.0,2,1,Bajo,662,129000,Pisos,False,False,False,True,True,True,False,False,False,False,False,False,True,en trámite,False,66, Águilas,10, Latina
Piso en venta en calle de Seseña,80.0,3,1,1,780,160000,Pisos,True,False,True,False,True,True,False,False,False,False,False,False,False,en trámite,False,67, Aluche,10, Latina
Dúplex en venta en gallur,85.0,3,1,2,744,149990,Dúplex,False,False,False,True,True,True,False,False,True,True,False,False,False,en trámite,False,71, Los Cármenes,10, Latina
Piso en venta en Villaviciosa,51.0,3,1,4,648,125599,Pisos,False,False,False,False,False,True,False,False,False,False,False,False,False,G,False,68, Campamento,10, Latina
Piso en venta en calle de la Maestra Justa Freire,75.0,2,1,7,833,175000,Pisos,False,False,False,True,True,True,False,False,False,False,True,False,False,en trámite,True,66, Águilas,10, Latina
"Piso en venta en calle Hilario Sangrador, 22",50.0,1,1,1,874,187000,Pisos,False,False,False,True,True,True,False,True,True,False,True,False,True,en trámite,False,69, Lucero,10, Latina
"Piso en venta en paseo de Extremadura, 177",91.0,3,2,4,1270,328000,Pisos,False,False,False,True,True,True,False,True,False,False,True,False,True,en trámite,False,69, Lucero,10, Latina
"Piso en venta en paseo de Extremadura, 177",80.0,2,2,1,1075,253000,Pisos,False,False,False,True,True,True,False,True,False,False,True,False,True,en trámite,False,69, Lucero,10, Latina
Piso en venta en avenida de Portugal,75.0,2,1,1,1009,230000,Pisos,False,False,True,True,False,True,False,False,False,False,True,False,False,en trámite,False,70, Puerta del Ángel,10, Latina
Piso en venta en calle Cerro Bermejo,61.0,3,1,3,813,169000,Pisos,False,False,True,False,False,True,False,False,True,False,False,False,False,en trámite,False,70, Puerta del Ángel,10, Latina
Piso en venta en Aluche,78.0,2,1,1,705,140000,Pisos,False,False,False,False,False,True,False,False,True,False,True,False,False,G,False,67, Aluche,10, Latina
"Piso en venta en calle Ceferino Ãvila, 12",97.0,3,2,2,1193,297150,Pisos,False,True,False,False,True,True,False,False,False,False,True,False,False,no indicado,False,68, Campamento,10, Latina
Piso en venta en calle SAN RUFO,90.0,3,1,3,1094,260000,Pisos,False,False,False,True,True,True,False,False,True,False,False,False,False,en trámite,False,71, Los Cármenes,10, Latina
Piso en venta en calle de Maqueda,79.0,3,1,1,910,198000,Pisos,False,False,False,True,True,True,False,False,True,False,True,False,True,en trámite,True,67, Aluche,10, Latina
Piso en venta en rute,66.0,3,1,Bajo,798,165000,Pisos,False,False,True,True,True,True,False,False,True,False,False,True,False,en trámite,False,70, Puerta del Ángel,10, Latina
"Piso en venta en calle de Sanchorreja, 21",90.0,2,2,4,1299,340000,Pisos,False,False,True,True,True,True,False,True,False,False,True,False,True,no indicado,True,69, Lucero,10, Latina
"Piso en venta en HIGUERAS, 69",52.0,3,1,3,553,103000,Pisos,False,False,False,False,False,True,False,False,False,False,False,False,False,F,False,69, Lucero,10, Latina
Piso en venta en calle de Fray José Cerdeiriña,66.0,2,1,3,650,126000,Pisos,False,False,True,False,False,True,False,False,True,False,False,False,False,en trámite,False,66, Águilas,10, Latina
Piso en venta en calle Bernardina García,58.0,2,1,1,561,105000,Pisos,False,False,True,False,False,True,False,False,False,False,False,False,False,en trámite,False,69, Lucero,10, Latina
Piso en venta en calle de Camarena,67.0,2,1,2,740,149000,Pisos,False,False,False,False,False,True,False,False,False,False,False,False,False,en trámite,False,67, Aluche,10, Latina
Piso en venta en VALMOJADO,70.0,2,1,Bajo,625,120000,Pisos,True,False,False,False,False,True,False,False,True,False,False,False,False,en trámite,False,67, Aluche,10, Latina
Piso en venta en plaza ARMILLA,68.0,3,1,2,666,130000,Pisos,False,False,False,True,False,True,False,False,False,False,False,False,False,en trámite,False,66, Águilas,10, Latina
Piso en venta en calle de Cullera,74.0,2,2,5,798,165000,Pisos,False,False,False,True,True,True,False,False,False,False,False,False,False,E,False,69, Lucero,10, Latina
Piso en venta en calle Ocaña,77.0,3,1,2,816,169900,Pisos,True,False,False,True,True,True,False,False,True,False,False,False,False,en trámite,False,67, Aluche,10, Latina
Piso en venta en calle San Juan de Mata,98.0,3,1,4,1009,230000,Pisos,False,False,False,True,True,True,False,False,False,False,True,False,True,en trámite,True,69, Lucero,10, Latina
"Piso en venta en calle San Conrado, 8",90.0,3,2,Bajo,1353,363000,Pisos,False,False,False,True,True,True,False,False,True,False,True,True,True,E,True,71, Los Cármenes,10, Latina
"Piso en venta en C/José de Cadalso, 15",75.0,3,1,2,864,184000,Pisos,False,False,True,True,True,True,False,False,True,False,False,True,True,no indicado,False,66, Águilas,10, Latina
Piso en venta en calle de Higueras,75.0,3,1,Bajo,649,125900,Pisos,True,False,False,False,False,True,False,False,False,False,False,False,False,G,False,69, Lucero,10, Latina
"Piso en venta en avenida de Portugal, 177",105.0,3,2,6,1553,450000,Pisos,False,False,True,True,True,True,False,False,True,True,False,True,False,en trámite,False,70, Puerta del Ángel,10, Latina
"Piso en venta en calle Saavedra Fajardo, 11",75.0,3,1,5,1393,380000,Pisos,False,False,True,True,True,True,False,True,False,False,False,True,True,en trámite,True,70, Puerta del Ángel,10, Latina
"Piso en venta en calle Rafael Finat, 115",113.0,3,1,6,1038,240000,Pisos,False,False,True,False,True,True,False,False,True,False,True,False,True,no indicado,True,66, Águilas,10, Latina
"Piso en venta en calle de Camarena, 73",133.0,4,2,4,1370,370000,Pisos,False,False,True,False,True,True,False,False,True,False,True,True,True,E,True,67, Aluche,10, Latina
"Piso en venta en calle de Camarena, 79",80.0,3,1,Bajo,994,225000,Pisos,False,False,True,True,True,True,False,False,False,False,True,False,True,en trámite,False,67, Aluche,10, Latina
Piso en venta en calle de Camarena,58.0,2,1,Bajo,592,112000,Pisos,False,False,False,False,False,True,False,False,False,False,False,False,False,en trámite,False,67, Aluche,10, Latina
Piso en venta en calle Villaviciosa,56.0,2,1,5,564,105500,Pisos,True,False,False,True,False,True,False,False,False,False,False,False,False,en trámite,False,68, Campamento,10, Latina
"Piso en venta en calle Almazán, 19",62.0,3,1,1,744,150000,Pisos,False,False,False,False,False,False,False,False,True,False,False,False,False,en trámite,False,69, Lucero,10, Latina
"Ático en venta en calle Pericles, 28",25.0,1,1,2,539,99900,Áticos,False,False,True,False,False,True,False,False,True,False,False,False,False,C,False,70, Puerta del Ángel,10, Latina
"Piso en venta en calle Concejal Francisco José Jiménez Martín, 42",110.0,3,2,2,1197,299000,Pisos,False,False,False,False,True,True,False,False,False,False,False,False,True,no indicado,False,71, Los Cármenes,10, Latina
Piso en venta en Lucero,48.0,1,1,Bajo,654,127000,Pisos,False,False,True,True,False,True,False,False,False,False,False,False,False,en trámite,False,69, Lucero,10, Latina
Piso en venta en Águilas,56.0,2,1,3,658,128000,Pisos,False,False,False,True,False,True,False,False,True,False,False,False,False,en trámite,False,66, Águilas,10, Latina
"Piso en venta en calle Azor, 6",65.0,2,1,1,650,126000,Pisos,False,False,False,False,False,True,False,False,True,False,False,False,False,no indicado,False,68, Campamento,10, Latina
Piso en venta en Campamento,101.0,4,1,1,979,220000,Pisos,False,False,False,False,False,True,False,False,True,False,False,False,False,en trámite,True,68, Campamento,10, Latina
"Piso en venta en Urb. Urbanización con piscina, Aluche",75.0,3,1,8,923,202000,Pisos,False,False,False,False,True,True,False,False,False,False,True,False,False,en trámite,False,67, Aluche,10, Latina
Piso en venta en Águilas,73.0,3,1,4,851,180000,Pisos,False,False,False,False,True,True,False,False,False,False,False,False,False,en trámite,True,66, Águilas,10, Latina
Piso en venta en calle Guadarrama,55.0,1,1,1,833,175000,Pisos,False,False,True,True,False,False,False,False,False,False,False,False,False,en trámite,False,70, Puerta del Ángel,10, Latina
Piso en venta en HERMINIO PUERTAS,63.0,2,1,3,979,220000,Pisos,False,False,True,True,True,True,False,False,False,False,False,True,False,A,True,70, Puerta del Ángel,10, Latina
Piso en venta en calle María del Carmen,54.0,1,1,Bajo,565,105892,Pisos,False,False,False,False,False,False,False,False,False,False,False,False,False,G,False,70, Puerta del Ángel,10, Latina
Piso en venta en Aluche,87.0,3,2,1,910,198000,Pisos,False,False,False,False,True,True,False,False,False,False,False,False,False,en trámite,False,67, Aluche,10, Latina
" Chalet adosado en venta en calle Arrayanes, 12",80.0,3,2,Otro,816,170000,Casa o chalet,False,False,True,True,False,False,False,False,True,False,False,True,False,en trámite,False,67, Aluche,10, Latina
"Piso en venta en calle San Juan de Mata, 3",60.0,3,1,3,625,120000,Pisos,True,False,False,True,False,True,False,False,False,True,False,False,False,en trámite,False,69, Lucero,10, Latina
"Piso en venta en calle Illescas, 84",110.0,3,1,2,1081,255000,Pisos,True,False,False,True,True,True,False,False,False,False,True,False,True,en trámite,True,67, Aluche,10, Latina
Piso en venta en Águilas,79.0,2,1,3,847,179000,Pisos,False,False,False,True,True,True,False,False,False,False,False,False,False,en trámite,False,66, Águilas,10, Latina
"Piso en venta en calle de Camarena, 132",60.0,2,1,1,780,160000,Pisos,False,False,True,False,False,True,False,False,True,False,True,False,False,en trámite,False,67, Aluche,10, Latina
"Piso en venta en carretera de Boadilla del Monte, 34",168.0,5,2,3,1439,399999,Pisos,False,False,False,True,True,True,False,False,True,True,True,False,True,en trámite,True,68, Campamento,10, Latina
"Piso en venta en avenida del Manzanares, 32",99.0,3,1,1,1289,336000,Pisos,True,False,True,False,True,True,False,False,True,True,False,True,True,no indicado,False,71, Los Cármenes,10, Latina
"Ático en venta en calle Galiana, 46",55.0,1,2,3,939,207000,Áticos,False,False,True,True,True,True,False,False,True,False,False,False,False,en trámite,False,70, Puerta del Ángel,10, Latina
"Piso en venta en carretera de Boadilla del Monte, 34",168.0,5,2,3,1439,400000,Pisos,False,False,False,True,True,True,False,False,True,False,True,False,True,en trámite,True,68, Campamento,10, Latina
"Piso en venta en calle de la Duquesa de Parcent, 54",80.0,3,1,1,762,155000,Pisos,False,False,False,True,True,True,False,False,True,False,False,True,False,en trámite,False,69, Lucero,10, Latina
"Piso en venta en calle Serradilla, 1",78.0,3,1,Bajo,798,165000,Pisos,True,False,False,True,True,True,False,False,True,False,True,True,True,no indicado,True,66, Águilas,10, Latina
"Piso en venta en calle de Sanchorreja, 17",82.0,2,2,1,1213,305000,Pisos,False,False,True,True,True,True,False,True,False,False,True,False,True,E,True,69, Lucero,10, Latina
"Piso en venta en avenida de la Aviación, Madrid",68.0,1,1,Bajo,553,103000,Pisos,True,False,False,False,False,True,False,False,False,False,False,False,False,no indicado,False,66, Águilas,10, Latina
"Piso en venta en calle del Cine, 22",120.0,4,2,Bajo,1094,260000,Pisos,False,False,False,True,True,True,False,False,True,False,False,True,False,en trámite,False,68, Campamento,10, Latina
"Piso en venta en Urb. Diamante, Aluche",114.0,3,1,9,1262,325000,Pisos,False,False,False,True,True,True,False,True,True,False,False,True,True,en trámite,True,67, Aluche,10, Latina
"Piso en venta en calle de Navalmoral de la Mata, 38",50.0,2,1,3,666,130000,Pisos,False,False,False,False,False,True,False,False,False,False,False,False,False,G,False,66, Águilas,10, Latina
"Piso en venta en calle Castuera, 19",54.0,2,1,2,662,129000,Pisos,False,False,True,True,False,True,False,False,False,True,False,False,False,no indicado,False,69, Lucero,10, Latina
"Piso en venta en calle de Fray José Cerdeiriña, 37",63.0,2,1,3,666,130000,Pisos,False,False,False,True,False,True,False,False,True,False,False,False,False,F,False,66, Águilas,10, Latina
"Piso en venta en calle de Ocaña, 169",200.0,4,2,Bajo,1473,414900,Pisos,False,False,False,False,True,True,False,False,False,False,False,True,True,en trámite,False,67, Aluche,10, Latina
"Piso en venta en calle Alejandrina Moran, 3",56.0,2,1,2,583,110000,Pisos,True,False,False,False,False,True,False,False,True,False,False,False,False,no indicado,False,69, Lucero,10, Latina
"Piso en venta en calle de Cardenal Mendoza, 43",44.0,1,1,1,766,156000,Pisos,False,False,True,True,False,True,False,False,False,False,False,False,False,en trámite,False,70, Puerta del Ángel,10, Latina
"Piso en venta en calle de Maqueda, 98",66.0,3,1,3,705,139900,Pisos,True,False,False,True,False,True,False,False,False,False,False,False,True,en trámite,False,67, Aluche,10, Latina
"Piso en venta en paseo de Extremadura, 129",114.0,4,2,Otro,1323,350000,Pisos,False,False,True,True,True,True,False,False,False,True,False,False,False,en trámite,False,70, Puerta del Ángel,10, Latina
"Piso en venta en calle Cayetano Pando, 4",80.0,3,1,Bajo,777,159000,Pisos,False,False,False,True,False,True,False,False,False,False,True,False,False,en trámite,False,69, Lucero,10, Latina
"Piso en venta en Huerta de la castañeda, 18",90.0,3,2,3,945,209000,Pisos,False,False,True,False,False,True,False,False,True,False,True,False,False,en trámite,False,69, Lucero,10, Latina
"Piso en venta en calle de Anselmo Lorenzo, 22",150.0,3,2,Bajo,884,190000,Pisos,True,False,False,True,True,True,False,False,False,False,True,False,True,inmueble exento,True,66, Águilas,10, Latina
" Chalet adosado en venta en calle de Gallur, 361",120.0,4,2,Otro,933,205000,Casa o chalet,False,False,True,False,False,False,False,False,True,False,True,False,False,en trámite,False,71, Los Cármenes,10, Latina
"Piso en venta en calle Carlos Domingo, 11",45.0,2,1,4,674,132000,Pisos,False,False,True,True,False,False,False,False,False,True,False,False,False,en trámite,False,67, Aluche,10, Latina
"Piso en venta en calle de la Industria, 5",72.0,1,1,Bajo,725,145000,Pisos,False,False,False,True,False,True,False,False,False,False,False,False,False,no indicado,False,70, Puerta del Ángel,10, Latina
"Piso en venta en avenida de Portugal, 5",150.0,4,2,1,1846,578000,Pisos,False,False,True,True,True,True,False,False,True,False,True,False,False,no indicado,True,70, Puerta del Ángel,10, Latina
"Piso en venta en paseo de Extremadura, 27",41.0,0,1,Bajo,798,165000,Pisos,False,False,True,True,True,True,False,False,True,False,False,False,False,E,False,70, Puerta del Ángel,10, Latina
"Piso en venta en calle Árbol del Cielo, 9",120.0,4,2,Otro,1148,280000,Pisos,False,False,True,True,False,True,False,False,True,False,False,False,False,en trámite,False,66, Águilas,10, Latina
"Piso en venta en camino de los Ingenieros, 4",99.0,3,1,4,979,220000,Pisos,True,False,False,False,True,True,False,False,True,False,False,False,False,en trámite,False,67, Aluche,10, Latina
"Piso en venta en calle Valmojado, 141",70.0,2,1,1,871,186000,Pisos,False,False,True,True,False,True,False,False,True,False,False,False,False,en trámite,False,67, Aluche,10, Latina
"Piso en venta en calle Concejal Francisco José Jiménez Martín, 145",125.0,3,2,2,1405,385000,Pisos,False,False,False,True,True,True,False,False,False,False,True,False,True,D,True,69, Lucero,10, Latina
"Piso en venta en calle Luis Feito, 6",49.0,1,1,1,816,169999,Pisos,False,False,True,True,True,True,False,False,False,False,True,False,False,E,True,67, Aluche,10, Latina
"Piso en venta en calle Riocabado, 19",65.0,1,1,5,948,210000,Pisos,False,False,False,True,True,True,False,False,False,False,False,True,True,E,True,71, Los Cármenes,10, Latina
"Piso en venta en calle Chisperos, 12",57.0,1,1,Otro,813,169000,Pisos,False,False,True,True,True,True,False,False,True,False,True,False,False,no indicado,False,71, Los Cármenes,10, Latina
"Piso en venta en paseo guadarrama, 1",70.0,2,1,2,1024,235000,Pisos,False,False,True,True,True,True,False,False,False,True,False,True,False,B,False,70, Puerta del Ángel,10, Latina
"Piso en venta en calle de Ampelido, 4",66.0,3,1,1,791,163000,Pisos,False,False,False,False,False,True,False,False,False,False,False,False,False,no indicado,False,70, Puerta del Ángel,10, Latina
