sq_mt_built,n_rooms,n_bathrooms,floor,buy_price,house_type_id,is_new_development,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_accessible,has_green_zones,has_parking,District_code
243.0,6,2,2,675000,1,False,False,True,True,True,False,True,True,True,True,False,True,True,7
95.0,2,2,5,379900,3,False,True,True,True,True,False,True,True,True,False,True,True,True,7
80.0,3,1,3,181000,1,False,True,False,True,True,False,False,True,True,False,False,False,False,7
50.0,2,1,3,138000,1,False,False,True,False,True,False,False,False,False,False,False,False,False,7
97.0,3,1,3,239000,1,False,True,True,False,True,False,False,True,False,False,False,True,True,7
75.0,4,1,1,199000,1,False,True,False,False,False,False,False,False,False,True,False,True,False,7
201.0,2,2,3,795000,1,True,True,True,True,True,False,True,True,False,True,False,True,True,7
133.0,3,2,10,280000,1,False,True,True,True,True,False,False,False,False,False,False,False,False,7
96.0,3,2,1,439000,1,False,True,False,True,True,False,False,False,False,True,False,False,False,7
140.0,4,2,8,650000,1,False,True,True,True,True,False,True,True,False,False,False,False,False,7
110.0,2,2,5,690000,1,False,True,True,True,True,False,True,True,False,False,False,False,True,7
292.0,4,3,7,1300000,1,False,False,False,True,True,False,True,True,False,False,False,True,True,7
72.0,2,2,10,229560,1,False,True,True,True,True,False,False,False,False,True,False,False,False,7
65.0,2,1,2,315000,1,False,True,False,False,True,False,False,False,True,False,False,True,False,7
141.0,4,2,10,358000,2,False,True,False,False,True,False,False,True,False,True,False,False,False,7
134.0,4,2,8,450000,1,False,True,True,True,True,False,False,False,False,False,True,False,True,7
49.0,1,1,10,118000,1,False,False,True,True,False,False,False,False,False,False,False,True,False,7
50.0,1,1,10,157000,1,False,True,True,True,True,False,False,False,False,True,False,False,True,7
77.0,2,1,3,179000,1,False,False,False,False,True,False,False,False,False,False,False,False,False,7
94.0,2,1,3,299000,1,False,True,True,True,True,False,True,True,False,True,False,True,True,7
61.0,1,1,10,299000,1,False,True,True,False,True,False,False,True,False,True,False,False,False,7
171.0,4,2,4,429000,3,True,False,False,True,True,False,False,True,False,False,False,False,True,7
107.0,3,2,2,337000,1,True,False,False,True,True,False,False,False,False,False,False,False,True,7
89.0,2,2,10,230000,1,True,False,False,True,True,False,False,False,False,False,False,False,False,7
98.0,2,2,1,271000,1,True,False,False,True,True,False,False,False,False,False,False,False,False,7
450.0,5,4,2,1700000,3,False,True,True,True,True,False,True,True,False,False,False,True,True,7
76.0,3,1,5,205000,1,False,False,True,True,True,False,False,True,False,False,False,False,False,7
82.0,3,1,1,264000,1,False,True,False,True,True,False,False,False,False,False,False,False,False,7
46.0,1,1,7,301700,1,False,False,False,True,True,False,True,False,False,False,False,False,True,7
43.0,1,1,4,137000,1,False,True,True,False,True,False,False,False,False,False,False,False,False,7
104.0,3,2,8,295000,1,False,False,False,True,True,False,False,True,False,True,False,False,False,7
57.0,3,1,4,165000,1,False,True,True,False,True,False,False,False,False,False,False,False,False,7
91.0,3,2,1,244000,1,False,False,True,True,False,False,False,True,False,True,False,False,False,7
200.0,4,3,11,750000,4,False,True,True,False,False,True,False,True,False,False,False,False,True,7
50.0,2,1,10,180000,1,False,True,False,False,True,False,False,False,False,False,False,False,False,7
52.0,2,1,10,117000,1,False,False,False,False,True,False,False,False,False,False,False,False,False,7
67.0,2,1,10,130000,1,False,False,False,False,True,False,False,False,False,False,False,False,False,7
100.0,3,2,1,295000,1,False,False,False,True,True,False,False,False,False,False,False,False,True,7
87.0,3,1,10,198500,1,False,False,True,True,True,False,False,False,False,False,False,False,False,7
45.0,1,1,10,145000,1,False,False,True,False,True,False,False,False,False,False,False,False,False,7
65.0,2,1,2,319000,1,False,True,True,True,True,False,False,False,True,False,False,False,True,7
134.0,4,2,8,470000,1,False,True,True,True,True,False,False,False,False,False,False,False,True,7
270.0,5,3,4,929000,3,False,True,True,True,True,False,True,True,False,True,False,True,True,7
49.0,2,1,10,180000,1,False,True,True,True,True,False,False,False,False,False,False,False,False,7
100.0,2,2,1,400000,2,False,True,True,True,True,False,True,False,False,True,False,True,True,7
52.0,1,1,2,173000,1,False,True,True,True,True,False,False,False,False,True,False,False,True,7
153.0,3,2,1,659000,2,False,True,True,True,True,False,True,True,False,True,True,True,True,7
362.0,5,4,4,1150000,2,False,False,False,True,True,False,False,False,False,False,False,False,False,7
111.0,4,2,1,470000,1,False,True,False,True,True,False,True,True,False,True,False,True,True,7
53.0,1,1,1,245000,1,False,True,True,True,True,False,True,False,False,True,False,True,False,7
59.0,2,1,4,220000,1,False,False,True,True,True,False,False,False,True,False,False,False,False,7
143.0,3,2,1,850000,3,False,True,True,True,True,False,True,True,False,True,True,True,True,7
75.0,2,1,5,259000,3,False,True,True,True,True,False,False,True,False,False,False,False,False,7
58.0,3,1,3,140000,1,False,False,False,False,True,False,False,True,False,False,False,False,False,7
94.0,2,1,3,199000,1,False,True,True,False,True,False,False,True,False,False,False,False,False,7
65.0,2,1,1,189000,1,False,True,True,True,True,False,False,True,False,False,False,False,False,7
145.0,3,2,1,520000,1,False,True,True,True,True,False,True,True,False,False,False,True,True,7
64.0,3,1,1,149000,1,False,True,False,True,True,False,False,False,False,False,False,False,False,7
35.0,1,1,4,130000,1,False,False,False,True,True,False,False,False,False,False,False,False,False,7
74.0,2,1,1,259000,1,False,False,False,False,False,False,False,True,False,False,False,False,False,7
279.0,4,3,1,1250000,3,False,False,False,True,False,False,True,True,False,False,False,True,True,7
77.0,3,2,11,184000,2,False,True,True,True,True,False,False,False,False,False,False,False,False,7
120.0,3,1,1,349000,1,False,True,True,True,True,False,False,True,True,False,False,False,True,7
85.0,3,1,5,250000,1,False,False,False,True,True,False,False,False,False,False,True,False,False,7
63.0,2,1,1,260000,1,False,False,True,True,True,False,True,False,False,False,True,True,False,7
65.0,3,1,2,158000,1,False,False,False,False,True,False,False,True,False,False,False,False,False,7
57.0,2,1,2,160000,1,False,True,False,False,True,False,False,False,False,False,False,False,False,7
81.0,2,1,4,395000,1,False,True,True,True,True,False,False,False,False,False,False,False,False,7
75.0,3,1,1,210000,1,False,False,True,True,True,False,False,False,False,False,False,False,False,7
391.0,5,3,2,970000,1,False,False,False,True,True,False,False,False,True,True,False,False,True,7
70.0,2,1,11,175000,1,False,True,False,True,True,False,False,False,False,False,True,False,False,7
48.0,2,1,10,130000,1,False,False,False,False,True,False,False,False,False,False,False,False,False,7
87.0,3,1,3,235000,1,False,False,True,True,True,False,False,True,False,False,False,False,False,7
79.0,3,1,4,230000,1,False,True,False,True,False,False,False,True,False,False,False,False,False,7
64.0,2,1,2,137000,1,False,False,False,False,True,False,False,True,False,False,False,False,False,7
56.0,1,1,3,440000,3,False,True,True,True,True,False,True,True,False,True,False,False,True,7
144.0,4,2,8,550000,1,False,False,True,True,True,False,True,False,True,False,False,True,True,7
64.0,2,1,2,239000,1,False,False,False,True,True,False,False,True,False,True,False,False,False,7
158.0,3,2,1,650000,1,False,False,True,True,True,False,False,False,False,False,False,False,True,7
62.0,1,1,1,180000,1,False,False,False,True,True,False,False,False,True,False,True,False,False,7
83.0,2,2,11,275000,4,False,True,False,False,False,True,False,False,False,True,False,False,False,7
93.0,3,1,2,238000,1,False,False,False,True,True,False,False,True,False,False,False,False,False,7
155.0,3,3,8,721000,1,False,False,True,True,True,False,True,True,True,True,False,True,True,7
77.0,3,1,2,235000,1,False,True,False,True,True,False,False,False,False,True,False,True,False,7
86.0,3,2,2,237000,1,False,True,True,False,True,False,False,True,False,False,False,False,False,7
61.0,2,1,2,159900,1,False,True,True,False,True,False,False,True,False,False,False,False,False,7
91.0,3,1,2,229500,1,False,False,True,True,True,False,False,False,False,False,False,False,False,7
342.0,4,5,3,1319000,2,False,True,True,True,True,False,True,True,False,True,True,True,True,7
106.0,2,2,2,750000,1,True,False,False,True,True,False,True,True,False,False,False,False,True,7
128.0,3,2,1,880000,1,True,False,False,True,True,False,True,True,False,False,False,False,True,7
106.0,2,2,1,740000,1,True,False,False,True,True,False,True,True,False,False,False,False,True,7
65.0,2,1,2,265000,1,False,False,True,False,True,False,False,True,False,False,False,False,False,7
113.0,3,2,4,307500,1,False,False,False,True,True,False,False,True,False,False,False,False,False,7
52.0,2,1,3,143000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,7
134.0,4,2,8,450000,1,False,True,True,True,True,False,False,False,False,False,False,False,True,7
78.0,3,1,3,165000,2,False,False,False,True,False,False,False,False,False,False,False,False,False,7
66.0,3,1,4,175000,1,False,False,False,True,False,False,False,True,False,False,False,False,False,7
63.0,2,1,1,159000,1,False,False,False,True,True,False,False,True,False,False,False,False,False,7
123.0,4,2,10,435000,1,False,False,False,True,True,False,True,False,False,True,False,True,False,7
44.0,1,1,3,145000,1,False,False,False,True,True,False,False,True,False,False,True,False,False,7
72.0,2,2,1,260000,1,False,False,False,True,True,False,False,False,False,False,False,False,False,7
91.0,2,2,3,252400,1,False,True,True,True,True,False,True,False,False,False,False,False,False,7
85.0,2,2,3,278000,1,True,False,True,True,True,False,False,False,False,False,False,False,False,7
85.0,2,2,1,273000,1,True,False,True,True,True,False,False,False,False,False,False,False,False,7
69.0,2,1,1,101000,1,False,True,False,True,True,False,False,True,False,False,True,False,False,7
71.0,2,1,2,310000,1,False,True,False,True,True,False,False,False,False,False,False,False,False,7
240.0,4,4,1,1100000,1,False,True,True,True,True,False,True,True,False,True,False,True,True,7
58.0,2,1,10,185000,1,False,True,True,True,True,False,False,False,False,False,True,False,False,7
104.0,3,2,1,550000,1,False,False,False,True,True,False,True,False,False,False,False,True,True,7
52.0,2,1,10,139000,1,False,False,False,False,True,False,False,False,False,False,True,False,False,7
50.0,2,1,2,135000,1,False,False,False,False,True,False,False,False,False,False,False,False,False,7
70.0,3,1,3,159000,1,False,True,False,False,True,False,False,True,False,False,False,False,False,7
292.0,6,3,1,895000,1,False,True,True,True,True,False,True,False,False,True,False,True,True,7
119.0,2,2,1,535000,1,False,True,True,True,True,False,True,False,False,True,False,False,False,7
176.0,5,3,3,625000,1,False,False,True,True,True,False,False,False,False,False,False,False,False,7
136.0,3,3,3,1220000,3,False,False,False,True,True,False,True,False,False,True,False,False,True,7
128.0,3,3,10,1090000,1,False,False,False,True,True,False,True,False,False,True,False,False,True,7
105.0,2,2,1,770000,1,False,False,False,True,True,False,True,False,False,True,False,False,True,7
113.0,3,2,3,425000,1,False,False,False,True,True,False,False,False,False,True,False,False,True,7
75.0,2,2,2,365000,1,False,True,True,True,True,False,True,False,False,False,False,False,True,7
80.0,2,1,1,239000,1,False,True,True,True,True,False,False,False,False,False,False,False,False,7
70.0,3,1,1,230000,1,False,True,False,True,True,False,False,False,False,False,True,False,False,7
82.0,2,1,1,210000,1,False,True,False,True,True,False,False,False,False,False,False,False,False,7
69.0,1,1,2,260000,1,False,True,True,True,True,False,False,False,False,True,False,True,True,7
132.0,4,2,5,445000,1,False,True,True,True,True,False,False,True,False,True,True,True,False,7
76.0,2,1,11,288000,1,True,False,False,True,True,False,False,False,True,False,False,False,False,7
54.0,1,1,11,214000,1,True,False,False,True,True,False,False,False,False,False,False,False,False,7
54.0,1,1,11,200000,1,True,False,False,True,True,False,False,False,False,False,False,False,False,7
194.0,4,3,1,720000,1,False,True,True,True,True,False,True,False,False,False,True,True,True,7
81.0,3,1,2,230000,1,False,True,True,True,True,False,False,True,False,False,False,False,False,7
68.0,1,1,3,257000,1,True,False,True,True,True,False,False,False,False,False,False,False,False,7
216.0,5,2,4,725000,1,False,True,True,True,True,False,False,True,False,True,True,True,True,7
284.0,5,4,7,995000,3,False,True,True,True,True,False,True,True,False,True,True,True,True,7
145.0,4,2,9,530000,1,False,True,True,True,True,False,True,True,False,False,True,True,True,7
55.0,2,1,3,200000,1,False,True,False,False,True,False,False,True,False,False,True,True,False,7
89.0,2,2,5,309000,1,False,True,True,True,True,False,False,False,False,True,False,False,True,7
51.0,2,1,4,149000,1,False,False,False,True,True,False,False,True,False,False,False,False,False,7
62.0,2,1,4,191000,1,False,True,False,True,False,False,False,False,False,False,True,False,False,7
143.0,3,2,1,399000,1,False,False,False,True,True,False,False,False,False,False,True,False,False,7
45.0,2,1,1,139000,1,False,True,False,False,True,False,False,False,False,True,False,False,False,7
85.0,3,1,1,198000,1,False,False,False,False,True,False,False,True,False,False,False,False,False,7
85.0,3,2,3,194000,1,False,True,False,False,True,False,False,True,False,False,False,False,False,7
52.0,2,1,11,189000,1,False,False,False,False,True,False,False,False,False,False,False,False,False,7
91.0,2,2,1,192900,1,False,True,True,True,True,False,False,True,False,False,True,True,False,7
65.0,2,1,3,190000,1,False,True,False,False,True,False,False,False,False,False,False,False,False,7
103.0,4,2,2,225000,1,False,False,False,False,True,False,False,False,False,True,False,False,True,7
67.0,1,1,10,275000,1,False,False,False,False,True,False,False,True,False,True,False,False,True,7
82.0,2,1,2,246000,1,False,False,False,False,True,False,False,True,True,False,False,False,False,7
128.0,3,2,1,517000,3,False,True,False,True,True,False,False,True,False,False,False,False,False,7
63.0,3,1,1,179000,1,False,True,False,True,True,False,False,False,False,False,False,False,False,7
98.0,3,2,3,279000,1,False,False,True,True,True,False,False,True,False,False,False,False,True,7
50.0,2,1,2,149000,1,False,False,False,False,True,False,False,False,False,False,False,False,False,7
60.0,2,1,3,129000,1,False,False,True,True,True,False,False,False,False,False,False,False,False,7
75.0,2,1,1,155000,1,False,False,True,False,True,False,False,False,False,False,False,False,False,7
116.0,3,3,3,289600,1,False,True,False,False,True,False,False,True,False,False,False,False,False,7
65.0,2,1,10,152000,1,False,False,False,True,True,False,False,False,False,False,False,True,False,7
169.0,3,2,3,685000,1,False,True,False,True,True,False,False,True,True,True,False,False,True,7
91.0,2,1,10,375000,1,False,False,True,True,True,False,False,False,False,False,False,False,True,7
180.0,3,2,10,435000,1,False,False,False,False,True,False,False,True,False,False,False,True,False,7
75.0,4,1,3,220000,1,False,False,True,True,True,False,False,False,False,True,True,False,False,7
200.0,4,4,10,950000,1,False,True,True,True,True,False,False,False,False,True,False,True,True,7
70.0,2,1,10,175000,1,False,True,True,True,True,False,False,True,False,False,False,False,False,7
94.0,3,1,2,189000,1,False,False,False,True,True,False,False,True,False,True,False,False,False,7
163.0,4,3,11,750000,4,False,False,True,False,False,True,True,True,False,True,False,False,False,7
276.0,4,3,1,1050000,1,False,False,True,True,True,False,True,True,False,True,False,True,True,7
75.0,2,2,11,237500,1,False,False,False,True,True,False,False,False,False,False,False,False,False,7
57.0,2,1,9,170000,1,False,False,False,True,True,False,False,False,False,False,False,False,False,7
69.0,3,1,1,189900,1,False,True,False,False,False,False,False,False,False,False,False,False,False,7
51.0,1,1,1,275000,1,False,True,True,True,True,False,False,True,False,True,False,True,False,7
149.0,6,2,11,640000,4,False,True,True,False,False,False,False,True,False,False,False,False,False,7
77.0,3,1,1,210000,1,False,False,True,True,True,False,False,True,False,True,True,True,False,7
64.0,2,1,4,158000,1,False,False,False,False,False,False,False,True,False,False,False,False,False,7
208.0,3,3,1,875000,1,False,False,False,True,True,False,True,True,False,True,False,True,True,7
181.0,5,3,1,597000,1,False,True,True,True,True,False,True,True,False,True,False,False,False,7
381.0,5,5,2,1490000,1,False,True,True,True,True,False,True,False,False,True,False,True,True,7
310.0,4,3,4,990000,1,False,True,True,True,True,False,True,True,False,True,False,True,True,7
298.0,4,4,1,1600000,1,False,True,False,True,True,False,False,False,False,True,False,False,False,5
126.0,2,2,1,590000,1,False,True,True,True,True,False,False,False,False,True,True,False,True,5
124.0,3,2,1,1100000,1,False,True,True,True,True,False,False,True,True,True,True,True,True,5
233.0,5,4,8,975000,1,False,True,False,True,True,False,True,False,False,True,True,True,True,5
298.0,4,3,1,1600000,1,False,True,False,True,True,False,False,False,False,True,False,False,False,5
207.0,4,3,7,1050000,3,False,True,True,True,True,False,False,True,False,True,True,False,True,5
300.0,5,5,11,1850000,4,False,True,True,False,False,True,True,True,False,True,False,False,True,5
474.0,6,4,11,1395000,4,False,True,False,False,False,True,True,False,False,True,False,False,True,5
165.0,5,3,6,595000,1,False,True,True,True,True,False,False,True,False,False,False,False,True,5
95.0,3,2,1,550000,1,False,True,False,True,True,False,False,False,False,False,True,False,False,5
111.0,3,2,2,547000,1,False,False,True,True,True,False,False,False,False,False,False,True,False,5
150.0,4,3,6,670000,1,False,True,False,True,True,False,True,True,False,False,True,True,True,5
150.0,4,3,6,670000,1,False,True,False,True,True,False,True,True,False,False,False,True,True,5
275.0,4,4,11,2100000,4,False,True,True,False,False,True,True,True,False,True,False,False,True,5
275.0,4,3,9,1695000,1,False,True,False,True,True,False,False,True,False,True,False,False,True,5
200.0,3,3,3,1100000,1,False,True,False,True,True,False,True,False,False,True,False,False,True,5
96.0,1,1,1,750000,1,False,True,False,True,True,False,True,True,False,True,False,False,False,5
317.0,6,4,5,1600000,1,False,True,False,True,True,False,False,False,False,True,False,False,True,5
295.0,3,2,7,1650000,1,False,False,True,True,True,False,False,False,False,True,False,False,True,5
87.0,2,2,2,475000,1,False,True,True,True,True,False,False,False,False,False,False,False,False,5
258.0,2,2,1,1780000,2,False,True,False,True,True,False,False,False,False,True,False,False,True,5
140.0,3,1,1,450000,1,False,True,False,True,True,False,False,False,False,False,True,False,False,5
217.0,5,4,4,1600000,1,False,True,True,True,True,False,False,False,False,False,False,False,True,5
60.0,1,1,5,370000,1,False,True,True,True,True,False,False,False,False,False,False,False,False,5
215.0,4,3,6,1290000,3,False,True,True,True,True,False,False,True,False,True,False,False,False,5
85.0,2,1,4,425000,1,False,True,False,True,True,False,False,False,False,False,True,False,False,5
99.0,2,2,10,550000,1,False,True,True,False,True,False,False,True,False,False,False,False,False,5
83.0,3,1,10,470000,1,False,True,True,False,True,False,False,False,False,False,False,False,True,5
355.0,5,4,1,1295000,1,False,True,True,True,True,False,False,True,False,True,True,True,True,5
53.0,1,1,1,275000,1,False,True,True,True,True,False,True,False,False,False,True,False,False,5
76.0,2,1,1,350000,1,False,True,False,False,True,False,False,False,False,False,False,False,False,5
96.0,2,2,1,500000,1,False,True,True,True,False,False,False,False,False,False,True,False,False,5
186.0,4,3,4,796000,1,False,True,True,True,True,False,False,False,False,False,False,False,True,5
150.0,4,2,3,592500,1,False,True,True,True,True,False,False,True,False,False,True,False,True,5
260.0,4,2,2,1325000,2,False,False,False,True,True,False,False,False,False,False,False,False,False,5
190.0,4,2,11,1375000,4,False,True,True,False,False,False,False,True,False,False,False,False,True,5
216.0,6,3,2,980000,1,False,False,True,True,True,False,False,True,False,False,False,False,True,5
258.0,2,2,1,1780000,2,False,True,False,True,True,False,True,True,False,True,False,True,True,5
222.0,4,3,5,960000,1,False,True,True,True,True,False,False,True,False,False,False,False,False,5
205.0,5,3,4,899999,1,False,False,True,True,True,False,False,True,False,False,False,True,True,5
162.0,2,2,1,1145000,1,False,True,True,True,True,False,False,True,False,True,False,False,True,5
279.0,4,4,9,1695000,1,False,True,True,True,True,False,False,True,False,False,False,False,True,5
236.0,4,3,6,850000,1,False,False,True,True,True,False,True,True,False,True,False,True,True,5
205.0,5,3,8,930000,1,False,True,False,True,False,False,False,True,False,False,True,True,True,5
55.0,2,1,1,350000,1,False,False,False,True,True,False,False,False,False,False,False,False,True,5
152.0,3,2,1,800000,1,False,False,True,True,True,False,False,True,False,True,False,False,True,5
283.0,5,3,5,1450000,1,False,False,True,True,True,False,False,True,False,True,False,False,True,5
115.0,3,2,1,640000,1,False,True,True,True,True,False,False,True,False,False,False,False,False,5
379.0,5,3,2,1699000,1,False,True,True,True,True,False,True,True,True,True,True,True,True,5
439.0,6,4,11,1900000,4,False,True,True,False,False,True,True,True,False,True,False,False,True,5
96.0,1,1,1,780000,1,False,True,True,True,True,False,True,True,False,True,False,False,False,5
290.0,5,3,1,2040000,1,False,False,False,True,True,False,True,True,True,True,False,True,True,5
253.0,6,3,11,1715000,4,False,True,True,False,False,True,False,False,False,False,False,False,True,5
562.0,6,4,1,1700000,1,False,True,True,True,True,False,False,True,False,True,False,False,True,5
181.0,4,2,11,1590000,4,False,False,False,False,False,False,False,False,False,False,False,False,False,5
264.0,6,4,5,1400000,1,False,True,True,True,True,False,False,False,False,True,False,False,False,5
182.0,2,2,3,1240000,1,False,True,True,True,True,False,True,True,False,True,False,True,True,5
78.0,2,1,1,499000,1,False,True,True,True,True,False,False,False,False,False,True,False,False,5
450.0,5,5,11,2100000,4,False,True,True,False,False,True,True,True,False,True,False,False,True,5
146.0,4,2,1,599000,1,False,False,False,True,True,False,False,False,False,False,False,False,True,5
238.0,3,3,5,825000,1,False,False,True,True,True,False,False,False,False,True,False,True,True,5
120.0,4,3,4,425000,1,False,False,True,True,False,False,False,False,False,False,True,False,False,5
152.0,4,3,4,735000,1,False,False,True,True,True,False,False,True,False,True,False,False,False,5
187.0,4,2,6,875000,1,False,True,True,True,True,False,False,True,False,True,False,False,True,5
176.0,4,3,8,769800,1,False,False,False,True,True,False,True,True,False,False,True,True,True,5
203.0,4,4,1,1575000,1,False,True,True,True,True,False,False,False,False,False,False,False,True,5
52.0,1,1,4,445000,1,False,True,True,True,True,False,False,False,False,False,False,False,False,5
287.0,5,2,7,1490000,1,False,False,True,True,True,False,False,True,False,True,False,False,True,5
166.0,3,3,2,1450000,1,False,True,True,True,True,False,True,False,False,True,False,False,True,5
134.0,3,2,1,750000,2,False,True,False,True,True,False,False,False,False,True,False,False,False,5
309.0,3,3,1,1080000,1,False,True,True,True,True,False,True,True,False,True,False,True,True,5
330.0,5,4,9,1495000,1,False,True,True,True,True,False,False,True,True,True,True,False,True,5
110.0,2,2,5,1400000,3,False,True,True,True,True,False,False,True,False,True,False,False,True,5
190.0,3,3,10,1400000,2,False,True,True,True,True,False,True,True,False,True,False,True,True,5
134.0,2,2,10,575000,2,False,True,True,True,True,False,False,False,False,False,False,False,False,5
83.0,2,2,6,550000,1,False,True,True,True,True,False,False,False,False,False,False,False,False,5
149.0,4,2,9,699000,1,False,True,True,True,True,False,False,True,False,False,True,True,False,5
132.0,3,2,3,490000,1,False,True,True,True,True,False,False,True,False,False,True,False,False,5
196.0,4,3,3,980000,1,False,False,False,True,True,False,False,True,False,True,False,False,False,5
278.0,4,3,7,1285000,1,False,False,True,True,True,False,False,True,False,True,False,False,True,5
279.0,4,4,9,1695000,1,False,True,False,True,True,False,False,True,False,True,False,False,True,5
400.0,5,5,2,1790000,1,False,True,True,True,True,False,True,True,False,True,False,True,True,5
145.0,3,2,1,722000,1,False,True,True,True,True,False,True,False,False,True,False,False,True,5
81.0,1,1,1,750000,1,False,True,True,True,True,False,True,True,True,False,False,False,False,5
81.0,1,1,1,750000,1,False,True,True,True,True,False,True,True,False,True,False,False,False,5
184.0,5,2,11,1590000,4,False,False,False,False,False,True,False,False,False,True,False,False,True,5
135.0,4,2,3,575000,1,False,False,True,True,True,False,False,True,False,False,False,False,True,5
120.0,2,2,3,950000,1,False,False,False,True,True,False,True,True,False,True,False,False,True,5
113.0,3,2,1,420000,1,False,False,True,True,True,False,False,False,False,False,True,True,True,5
314.0,5,4,4,1700000,1,False,True,True,True,True,False,False,False,False,True,False,False,True,5
95.0,2,2,2,479000,1,False,False,False,True,True,False,False,False,False,False,True,False,False,5
175.0,3,3,3,1450000,1,False,True,True,True,True,False,True,False,True,True,True,True,True,5
288.0,5,4,1,2040000,1,False,False,True,True,True,False,True,True,False,True,False,True,True,5
103.0,4,2,8,525000,3,False,True,True,True,True,False,False,True,False,False,True,True,True,5
383.0,5,4,11,1950000,4,False,False,False,False,False,False,False,False,False,False,False,False,False,5
306.0,4,4,2,1700000,1,False,True,False,True,True,False,False,False,False,True,False,False,True,5
287.0,4,1,11,990000,4,False,False,False,False,False,False,False,False,False,False,False,False,False,5
186.0,4,3,6,1485000,1,False,True,True,True,True,False,False,True,False,True,True,False,False,5
81.0,1,1,1,750000,1,False,True,False,True,True,False,False,True,False,True,False,False,False,5
140.0,4,3,2,415000,1,False,False,False,True,False,False,False,True,False,False,False,False,False,5
139.0,3,1,2,595000,1,False,False,True,True,True,False,False,False,False,False,False,False,False,5
252.0,3,3,11,1379000,4,False,True,True,False,False,False,False,False,False,False,False,False,False,5
53.0,1,1,2,270000,1,False,True,True,True,True,False,True,False,False,True,False,False,False,5
156.0,3,3,3,1450000,1,False,True,True,True,True,False,True,False,False,True,True,False,False,5
139.0,3,2,2,595000,1,False,False,True,True,True,False,False,False,False,False,False,False,False,5
139.0,3,2,2,595000,1,False,False,True,True,True,False,False,False,False,False,False,False,False,5
107.0,2,2,4,775000,1,False,False,True,True,True,False,False,False,False,False,False,False,True,5
196.0,4,3,3,1155000,1,False,False,True,True,True,False,False,True,True,True,False,True,False,5
123.0,4,2,2,520000,1,False,False,True,True,True,False,False,True,True,False,False,False,False,5
97.0,1,1,1,780000,1,False,False,False,True,True,False,True,True,False,True,False,False,False,5
54.0,1,1,1,450000,1,False,True,False,True,True,False,False,False,False,False,False,False,False,5
163.0,4,3,2,1500000,1,False,False,False,True,True,False,False,True,False,False,False,False,True,5
295.0,2,2,7,1650000,1,False,True,False,True,True,False,False,False,False,True,False,False,True,5
279.0,5,3,9,1695000,1,False,True,True,True,True,False,False,True,False,True,True,False,False,5
117.0,4,2,4,535000,1,False,True,True,True,True,False,False,True,False,False,True,False,False,5
181.0,4,4,2,930000,1,False,True,True,True,True,False,False,True,False,True,False,False,False,5
206.0,5,3,6,1013200,1,False,True,True,True,True,False,True,False,False,True,False,True,True,5
173.0,4,2,7,900000,1,False,False,True,True,True,False,False,False,False,True,False,False,False,5
228.0,4,2,9,1250000,3,False,False,True,True,True,False,False,True,False,False,False,False,True,5
139.0,2,2,1,630000,1,False,True,True,True,True,False,False,False,False,False,False,False,True,5
330.0,5,4,9,1480000,1,False,True,True,True,True,False,False,True,False,True,False,False,True,5
90.0,3,1,5,380000,1,False,False,True,True,True,False,False,False,False,False,True,False,False,5
330.0,5,4,9,1480000,1,False,True,True,True,True,False,False,True,False,False,False,False,True,5
78.0,2,1,10,318000,1,False,True,True,True,True,False,False,True,False,False,False,True,False,5
166.0,3,3,3,1450000,1,False,True,True,True,True,False,False,False,False,True,False,False,True,5
87.0,2,1,4,399990,1,False,True,True,True,False,False,False,False,False,False,True,False,False,5
94.0,1,1,5,450000,1,False,True,True,True,True,False,False,False,False,True,False,False,False,5
89.0,2,2,10,359000,2,False,True,True,True,True,False,False,False,False,False,False,False,False,5
196.0,3,2,10,700000,1,False,True,True,True,True,False,False,True,False,False,False,False,False,5
221.0,3,3,1,1000000,1,False,True,True,True,True,False,False,False,False,False,False,False,True,5
187.0,4,3,4,850000,1,False,False,True,True,True,False,False,True,False,True,False,True,True,5
161.0,4,2,4,790000,1,False,False,True,True,True,False,False,False,False,True,False,False,False,5
562.0,6,5,1,1700000,1,False,True,True,True,True,False,False,True,False,True,False,True,True,5
256.0,5,3,7,950000,1,False,False,True,True,True,False,False,False,False,True,False,False,False,5
120.0,3,2,6,1475000,3,False,False,True,True,True,False,False,True,False,True,False,False,False,5
76.0,3,1,4,350000,1,False,False,True,True,True,False,False,False,False,False,True,False,True,5
442.0,5,4,1,1250000,1,False,True,True,True,True,False,False,True,False,True,False,False,False,5
135.0,3,2,1,700000,1,False,True,True,True,True,False,False,True,True,False,False,False,False,5
216.0,5,3,6,1180000,1,False,False,True,True,True,False,False,False,False,False,False,False,False,5
56.0,1,1,2,430000,1,False,False,False,True,False,False,True,True,False,False,True,True,False,5
92.0,2,1,3,407000,1,False,True,True,True,True,False,False,True,False,True,True,True,False,5
117.0,3,2,4,489000,1,False,True,True,True,True,False,False,False,False,False,False,False,False,5
79.0,2,2,6,465000,1,False,False,True,True,True,False,False,True,False,True,False,False,True,5
49.0,2,1,11,229000,1,False,False,False,True,False,False,False,False,False,False,True,False,False,5
60.0,2,1,2,298000,1,False,True,True,True,True,False,False,True,True,False,False,False,False,5
