sq_mt_built,n_rooms,n_bathrooms,floor,buy_price,house_type_id,is_new_development,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_accessible,has_green_zones,has_parking,District_code
49.0,1,1,1,169900,1,False,True,True,True,True,False,False,False,False,True,True,False,False,17
85.0,3,1,2,245000,1,False,False,True,False,True,False,False,False,False,False,False,False,False,17
130.0,2,1,8,670000,1,False,True,False,True,True,False,True,False,False,False,True,False,False,17
220.0,2,2,3,880000,1,False,True,True,True,True,False,False,True,True,False,True,True,True,17
65.0,3,1,5,236000,1,False,True,False,True,False,False,False,True,False,False,False,False,False,17
144.0,4,3,7,580000,1,False,False,False,True,True,False,False,False,False,False,False,False,False,17
61.0,2,1,10,149000,1,False,True,True,False,True,False,False,False,False,False,False,False,False,17
97.0,3,1,2,295000,1,False,True,False,False,True,False,False,False,False,False,False,False,False,17
60.0,2,1,1,154000,1,False,True,True,False,False,False,False,True,False,False,False,False,False,17
77.0,2,2,10,325000,1,False,False,False,True,True,False,False,False,False,False,True,False,False,17
232.0,6,3,2,1075000,1,False,True,True,True,True,False,False,False,False,True,False,False,True,17
71.0,3,1,4,340000,1,False,False,True,True,True,False,False,False,False,False,False,False,False,17
45.0,2,1,10,114000,1,False,False,False,True,False,False,False,False,False,False,False,False,False,17
95.0,2,2,1,480000,1,False,True,True,True,True,False,False,False,True,True,False,False,True,17
50.0,1,1,1,260500,3,False,True,True,True,True,False,False,True,False,True,True,False,True,17
63.0,2,1,6,390000,1,False,False,False,True,True,False,False,True,False,False,False,True,True,17
72.0,3,2,11,345000,1,False,True,False,False,True,False,False,True,False,False,False,False,False,17
70.0,2,1,1,299000,1,False,True,True,True,True,False,False,False,False,False,False,True,False,17
76.0,3,1,3,165000,1,False,False,True,False,True,False,False,True,False,False,False,False,False,17
95.0,3,2,1,283000,1,False,False,False,True,True,False,False,False,False,False,False,False,False,17
60.0,3,2,1,210000,1,False,True,True,False,False,False,False,False,False,False,False,False,False,17
150.0,4,2,1,510000,1,False,False,True,True,True,False,False,False,False,False,False,False,False,17
50.0,2,1,1,178000,1,False,False,False,False,True,False,False,True,False,False,False,False,False,17
45.0,2,1,1,155000,1,False,False,False,False,True,False,False,False,False,False,False,False,False,17
60.0,2,1,1,220000,1,False,True,True,False,True,False,False,False,True,False,False,False,False,17
70.0,4,1,1,175000,1,False,False,False,True,True,False,False,False,False,False,False,False,False,17
54.0,1,1,1,228000,1,False,False,True,True,True,False,False,False,False,True,False,False,False,17
149.0,4,2,10,589200,1,False,True,False,False,False,False,False,False,False,False,False,False,False,17
80.0,3,2,1,263000,1,False,False,True,False,True,False,False,False,False,False,False,False,False,17
125.0,2,2,4,630000,1,False,False,True,True,True,False,False,True,False,False,False,False,False,17
37.0,1,1,10,97260,1,False,True,False,False,True,False,False,False,False,False,False,False,False,17
30.0,2,1,10,125000,1,False,True,False,False,False,False,False,False,False,False,False,False,False,17
49.0,3,1,10,250000,2,False,True,False,True,False,False,False,True,False,False,False,True,False,17
213.0,4,3,11,620000,4,False,True,True,False,False,False,False,True,False,True,False,False,True,17
50.0,2,1,2,159000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,17
270.0,4,3,3,790000,1,False,True,True,True,False,False,False,True,False,True,False,False,True,17
72.0,3,1,5,229000,1,False,False,False,False,True,False,False,True,False,True,False,False,True,17
42.0,1,1,2,169500,1,False,False,True,False,False,False,False,False,False,False,False,False,False,17
77.0,2,1,2,279000,1,False,False,False,True,True,False,False,False,False,False,False,False,False,17
50.0,2,1,3,249000,1,False,False,True,False,False,False,False,False,False,False,False,False,False,17
71.0,1,1,7,320000,1,False,True,True,True,True,False,False,False,False,False,False,True,True,17
77.0,3,1,1,253000,1,False,True,True,True,False,False,False,False,False,False,True,False,False,17
82.0,2,2,4,315000,1,False,False,True,False,True,False,False,False,False,False,False,False,False,17
78.0,3,1,3,189000,1,False,False,True,False,True,False,False,True,False,False,False,False,False,17
142.0,4,2,6,570000,1,False,True,True,True,True,False,False,True,False,False,False,False,False,17
81.0,3,1,2,250000,1,False,False,False,False,True,False,False,False,False,True,False,False,False,17
35.0,1,1,1,120000,1,False,False,True,False,False,False,False,False,False,False,False,False,False,17
60.0,2,1,3,239000,1,False,True,True,True,True,False,False,False,True,False,False,False,False,17
55.0,1,1,1,280000,1,False,False,True,True,True,False,False,False,False,True,False,False,True,17
120.0,4,2,2,530000,1,False,False,True,True,True,False,False,False,False,True,True,False,False,17
107.0,3,2,1,265000,1,False,False,True,True,True,False,False,False,True,False,True,False,False,17
84.0,3,1,3,230000,1,False,False,False,False,True,False,False,False,False,False,False,False,True,17
26.0,1,1,10,122000,2,False,False,True,False,False,False,False,False,False,False,True,False,False,17
231.0,4,3,6,975000,1,False,False,False,True,True,False,False,True,False,True,False,False,True,17
60.0,2,1,10,174000,1,False,True,True,False,True,False,False,False,False,False,False,False,False,17
90.0,3,3,1,319000,1,False,True,False,False,True,False,False,False,True,False,False,False,False,17
26.0,1,1,1,174000,1,False,False,True,False,True,False,False,False,False,False,False,False,False,17
93.0,2,1,11,430000,1,False,True,False,False,False,False,False,False,False,False,False,False,True,17
225.0,5,2,9,990000,1,False,False,True,True,True,False,False,True,False,False,False,False,True,17
61.0,3,2,1,219000,1,False,True,True,False,True,False,False,False,False,False,False,False,False,17
48.0,1,1,1,176900,1,False,True,True,True,True,False,False,False,False,True,False,False,True,17
50.0,1,1,10,200000,1,False,True,True,False,True,False,False,False,False,False,True,False,False,17
30.0,1,1,10,185000,1,False,True,True,False,True,False,False,False,False,False,True,False,False,17
114.0,2,2,2,370000,1,False,True,True,True,False,False,False,False,False,False,True,False,True,17
69.0,2,2,1,235000,1,False,True,True,True,True,False,False,False,False,True,False,False,False,17
65.0,1,1,10,198000,1,False,True,True,True,True,False,False,True,False,True,False,True,False,17
82.0,3,1,3,239900,1,False,True,False,False,False,False,False,True,False,False,False,False,False,17
100.0,3,2,3,330000,1,False,False,False,True,True,False,False,True,False,False,True,False,True,17
95.0,3,1,1,199000,1,False,False,False,False,True,False,False,True,False,True,False,False,False,17
93.0,1,1,10,248500,1,False,False,True,True,True,False,False,False,False,False,False,False,False,17
39.0,1,1,3,155000,1,False,False,True,True,False,False,False,False,False,True,False,False,False,17
312.0,5,5,1,1350000,1,False,False,True,True,True,False,False,True,False,True,False,False,False,17
80.0,2,1,1,320000,1,True,True,True,True,True,False,False,False,False,True,False,True,True,17
81.0,1,2,3,279000,2,False,True,True,True,True,False,False,True,False,True,True,False,False,17
43.0,2,1,1,145000,1,False,True,True,False,True,False,False,False,True,False,False,False,False,17
60.0,3,2,2,210000,1,False,True,True,False,True,False,False,False,False,False,False,False,False,17
26.0,1,1,1,174000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,17
110.0,4,3,2,770000,1,False,True,True,True,True,False,True,False,False,False,False,False,False,17
80.0,3,1,2,275000,1,False,True,False,False,True,False,False,True,False,True,False,False,False,17
63.0,2,1,3,215000,1,False,False,True,False,False,False,False,False,False,False,False,False,False,17
62.0,2,1,1,220000,1,False,False,True,False,True,False,False,False,True,False,False,False,False,17
102.0,3,2,10,315000,1,False,False,True,False,True,False,False,False,False,False,False,False,False,17
96.0,3,2,2,320000,1,False,False,True,True,True,False,False,True,True,False,True,False,False,17
188.0,3,2,6,890000,3,False,True,True,True,True,False,False,True,False,False,False,False,False,17
63.0,3,1,3,150000,1,False,False,False,False,True,False,False,False,False,False,False,False,False,17
122.0,4,3,2,774000,1,False,True,True,True,True,False,True,False,False,False,True,False,False,17
54.0,1,1,1,228000,1,False,False,True,True,True,False,False,False,False,True,False,False,False,17
80.0,2,2,4,280000,3,False,True,True,True,True,False,False,True,False,False,True,False,True,17
85.0,3,2,5,350000,1,False,False,False,True,True,False,False,True,True,False,False,False,False,17
120.0,4,2,7,450000,3,False,False,False,True,True,False,False,True,True,False,False,False,False,17
25.0,1,1,1,110000,1,False,False,True,False,False,False,False,False,False,False,False,False,False,17
124.0,2,2,1,369000,1,False,False,True,True,True,False,False,False,False,True,True,False,True,17
65.0,1,2,10,149500,1,False,True,True,False,True,False,False,False,False,False,True,False,False,17
212.0,4,3,4,795000,1,False,True,True,True,True,False,False,True,False,False,True,False,True,17
35.0,2,1,10,197000,1,False,True,False,False,True,False,False,False,False,False,False,False,False,17
392.0,5,3,11,810000,4,False,False,True,False,False,True,False,True,True,True,False,False,True,17
276.0,5,3,1,845000,1,False,True,True,True,True,False,False,True,False,True,False,True,True,17
60.0,2,1,11,169000,1,False,True,True,False,True,False,False,False,False,False,True,False,False,17
60.0,3,1,3,140000,1,False,True,True,False,True,False,False,False,False,False,False,False,False,17
74.0,2,1,11,252920,1,True,False,False,True,True,False,False,False,False,True,False,False,True,17
74.0,2,1,11,238850,1,True,False,False,True,True,False,False,False,False,True,False,False,True,17
56.0,1,1,11,254760,3,True,False,False,True,True,False,False,True,False,True,False,False,True,17
33.0,1,1,2,175000,1,False,True,True,False,True,False,False,False,True,False,False,False,False,17
46.0,2,1,1,230000,1,False,True,False,False,False,False,False,False,False,False,False,False,False,17
109.0,2,2,10,275000,1,False,False,True,False,True,False,False,True,False,False,False,False,False,17
66.0,3,1,10,205000,1,False,False,False,False,True,False,False,False,False,False,False,False,False,17
40.0,2,1,10,119000,1,False,False,True,False,False,False,False,False,False,False,False,False,False,17
52.0,2,1,11,200000,1,False,False,False,False,False,False,False,True,False,False,False,False,False,17
41.0,1,1,3,185000,2,False,True,True,True,True,False,False,True,False,False,False,False,True,17
130.0,2,1,8,721000,1,False,False,False,True,True,False,False,False,False,False,False,False,False,17
50.0,2,1,1,165000,1,False,False,False,False,True,False,False,False,True,False,False,False,False,17
67.0,1,1,1,275000,1,False,False,True,True,True,False,True,True,False,False,True,True,False,17
67.0,1,1,1,275000,1,False,True,True,True,True,False,True,True,False,False,True,True,False,17
77.0,2,1,2,101000,1,False,False,False,False,True,False,False,True,False,True,False,False,False,17
74.0,2,2,1,365000,1,False,True,False,True,True,False,False,False,False,False,False,False,False,17
66.0,3,1,1,190000,1,False,False,False,True,True,False,False,False,False,False,False,False,False,17
238.0,5,4,3,1300000,1,False,True,True,True,True,False,False,False,False,True,False,False,True,17
159.0,5,2,2,560000,1,False,False,True,True,True,False,False,True,False,True,False,False,True,17
245.0,5,3,7,835000,1,False,False,True,True,True,False,False,True,False,True,False,False,True,17
59.0,2,1,2,315000,1,False,True,True,True,True,False,False,True,False,False,False,False,False,17
230.0,5,3,8,949000,1,False,False,False,True,True,False,False,True,False,True,False,False,True,17
105.0,3,2,3,330000,1,False,False,False,True,True,False,False,True,False,False,False,False,False,17
60.0,2,2,2,233000,1,False,True,True,False,True,False,False,False,True,True,True,False,False,17
65.0,1,1,1,225170,1,True,False,False,True,True,False,False,False,False,True,False,False,False,17
169.0,3,2,1,567074,1,True,False,False,True,True,False,True,True,False,True,False,False,False,17
161.0,3,2,1,546507,1,True,False,False,True,True,False,True,True,False,True,False,False,False,17
154.0,3,2,11,523658,1,True,False,False,True,True,False,True,True,False,True,False,False,False,17
135.0,2,1,2,488910,1,True,False,False,True,True,False,True,True,False,True,False,False,False,17
85.0,1,1,1,369663,1,True,False,False,True,True,False,True,True,False,True,False,False,False,17
85.0,1,1,1,371838,1,True,False,False,True,True,False,True,True,False,True,False,False,False,17
155.0,3,2,11,521216,1,True,False,False,True,True,False,True,True,False,True,False,False,False,17
136.0,2,1,2,489469,1,True,False,False,True,True,False,True,True,False,True,False,False,False,17
109.0,1,1,11,299000,3,True,False,False,True,True,False,False,True,False,True,False,False,False,17
203.0,4,3,1,1575000,1,False,True,True,True,True,False,False,False,False,False,False,False,True,17
99.0,2,2,6,550000,1,False,True,True,True,True,False,False,False,False,False,False,False,False,17
144.0,3,2,2,665000,1,False,True,True,True,True,False,False,True,True,False,True,False,True,17
85.0,3,1,1,290000,1,False,False,False,True,True,False,False,False,False,False,False,False,False,17
100.0,4,2,10,399500,1,False,False,True,True,True,False,False,False,False,True,True,False,False,17
71.0,3,1,4,194000,1,False,False,False,False,True,False,False,False,False,False,False,False,False,17
57.0,1,1,1,169000,1,False,False,True,True,True,False,False,False,False,False,False,False,False,17
63.0,2,1,10,140000,1,False,False,False,False,True,False,False,False,False,False,False,False,False,17
85.0,3,1,9,420000,1,False,True,False,True,True,False,False,True,True,False,False,False,True,17
70.0,3,1,4,269000,1,False,True,True,False,True,False,False,True,True,False,False,True,False,17
55.0,2,1,10,160000,1,False,False,False,False,True,False,False,False,False,False,False,False,False,17
90.0,2,1,6,390000,3,False,True,False,True,True,False,False,True,False,False,False,False,False,17
60.0,1,1,3,315000,3,False,True,True,True,True,False,False,True,False,True,False,False,True,17
90.0,2,1,2,340000,1,False,True,True,True,True,False,False,False,False,True,False,False,True,17
90.0,2,1,2,350000,1,False,True,True,True,True,False,False,False,False,True,False,False,True,17
90.0,2,1,1,340000,1,False,True,True,True,True,False,False,False,False,True,False,False,True,17
90.0,2,1,1,350000,1,False,True,True,True,True,False,False,False,False,True,False,False,True,17
80.0,1,2,10,315000,1,False,True,True,True,True,False,False,True,False,True,False,False,True,17
38.0,2,1,10,124900,1,False,False,False,True,False,False,False,False,False,False,False,False,False,17
75.0,3,2,6,319000,1,False,True,False,True,True,False,False,True,False,False,True,False,False,17
55.0,1,1,1,250000,1,False,True,False,True,True,False,False,False,False,False,False,False,False,17
80.0,3,1,4,235000,3,False,True,True,False,True,False,False,True,True,False,False,False,False,17
60.0,2,1,2,220000,1,False,False,True,False,True,False,False,True,False,False,False,False,False,17
108.0,2,2,1,550000,1,False,False,True,True,True,False,True,False,False,False,False,False,True,17
78.0,2,2,1,255000,1,False,True,True,True,True,False,False,False,False,False,True,False,False,17
80.0,3,1,2,234000,1,False,True,True,False,False,False,False,True,True,False,False,False,False,17
110.0,3,1,2,325000,1,False,False,True,True,False,False,False,False,False,False,False,False,False,17
192.0,4,3,1,630000,1,False,True,False,True,True,False,False,False,False,False,False,False,False,17
72.0,3,2,11,277000,1,False,True,False,True,False,False,False,True,False,False,False,False,False,17
117.0,3,2,1,458000,1,False,True,True,True,True,False,False,False,False,True,False,False,False,17
64.0,2,2,3,449000,1,False,False,True,True,True,False,False,False,False,False,True,False,True,17
100.0,2,1,10,360000,1,False,False,False,False,True,False,False,False,False,False,False,False,False,17
75.0,2,1,3,240000,1,False,False,True,True,True,False,False,True,False,False,True,False,False,17
91.0,3,2,3,375000,1,False,True,True,True,True,False,False,False,True,False,True,False,False,17
77.0,3,1,2,360000,1,False,True,False,True,True,False,False,False,False,False,False,False,False,17
86.0,3,1,1,360000,1,False,True,True,True,True,False,False,False,False,False,True,False,False,17
62.0,2,2,2,235000,1,False,False,True,False,True,False,False,False,False,False,False,False,False,17
128.0,3,2,1,599000,1,False,True,True,True,True,False,True,True,True,True,False,True,True,17
40.0,2,1,11,120000,4,False,False,True,False,False,False,False,False,False,False,False,False,False,17
77.0,2,2,3,459000,1,False,False,True,True,True,False,False,False,False,False,False,False,True,17
40.0,1,1,3,285000,1,False,False,True,True,True,False,False,False,False,False,True,False,True,17
85.0,2,1,1,339000,1,False,False,False,True,True,False,False,False,False,False,False,False,False,17
46.0,2,1,3,210000,1,False,True,False,False,True,False,False,True,False,False,False,False,False,17
91.0,3,2,1,280000,1,False,False,True,True,True,False,False,False,False,True,False,False,True,17
75.0,2,1,1,203000,1,False,True,True,True,False,False,False,False,False,False,True,False,False,17
87.0,3,1,1,259000,1,False,False,True,False,True,False,False,False,True,False,False,False,False,17
78.0,3,2,3,320000,1,False,False,False,True,True,False,False,True,False,False,False,True,False,17
94.0,3,2,3,405000,2,True,False,False,True,True,False,False,True,False,True,False,False,False,17
55.0,1,1,2,250000,1,True,False,False,True,True,False,False,False,False,True,False,False,False,17
85.0,2,2,3,385000,2,True,False,False,True,True,False,False,True,False,True,False,False,False,17
49.0,1,1,2,225000,1,True,False,False,True,True,False,False,False,False,True,False,False,False,17
55.0,1,1,1,245000,1,True,False,False,True,True,False,False,False,False,True,False,False,False,17
48.0,1,1,1,220000,1,True,False,False,True,True,False,False,False,False,True,False,False,False,17
169.0,5,2,2,625000,1,False,True,True,True,True,False,False,True,False,True,True,False,False,17
62.0,1,1,11,385000,3,True,False,False,True,True,False,False,True,False,True,False,False,False,17
73.0,2,1,2,295693,1,True,False,False,True,True,False,False,False,False,True,False,False,False,17
88.0,2,2,2,356175,1,True,False,False,True,True,False,False,False,False,True,False,False,False,17
88.0,2,2,2,353900,1,True,False,False,True,True,False,False,False,False,True,False,False,False,17
90.0,2,1,3,440300,3,True,False,False,True,True,False,False,True,False,True,False,False,False,17
88.0,2,2,1,340697,1,True,False,False,True,True,False,False,False,False,True,False,False,False,17
70.0,1,1,10,304869,1,True,False,False,True,True,False,False,True,False,True,False,False,False,17
58.0,2,1,4,345000,1,False,True,True,True,True,False,False,False,True,False,False,False,False,17
100.0,3,1,4,335000,1,False,False,True,True,False,False,False,False,False,False,True,False,False,17
235.0,5,3,6,650000,1,False,False,True,True,True,False,False,True,True,False,True,True,False,17
100.0,2,1,10,360000,1,False,True,False,False,True,False,False,False,False,False,True,True,False,17
104.0,3,2,6,385000,3,False,True,True,True,True,False,False,True,False,True,False,False,True,17
71.0,3,1,2,277500,1,False,True,True,False,True,False,False,True,False,False,False,False,False,17
232.0,3,3,1,1150000,3,False,True,True,True,True,False,False,False,True,True,False,False,True,17
270.0,5,3,1,845000,1,False,True,True,True,True,False,False,True,False,True,True,True,True,17
187.0,2,2,1,1500000,1,False,True,True,True,True,False,False,False,False,False,False,False,False,17
61.0,2,1,10,205000,1,False,False,True,True,True,False,False,False,False,False,True,False,False,17
45.0,1,1,3,196160,3,False,False,True,True,True,False,False,True,False,True,False,False,False,17
69.0,1,1,10,228822,1,False,False,True,True,True,False,False,False,False,True,False,False,False,17
126.0,4,3,8,600000,1,False,False,True,True,True,False,False,False,False,False,False,False,False,17
136.0,4,2,1,435000,1,False,True,True,True,True,False,False,True,False,True,False,False,True,17
122.0,3,2,1,399507,1,True,False,False,True,True,False,False,True,False,True,False,False,True,17
83.0,2,2,3,377789,3,True,False,False,True,True,False,False,True,False,True,False,False,True,17
121.0,3,2,1,665000,1,False,False,True,True,True,False,False,True,False,False,False,False,True,17
280.0,5,3,2,950000,1,False,False,True,True,True,False,False,False,False,True,False,False,True,17
69.0,3,1,2,167000,1,False,False,True,False,False,False,False,False,False,False,False,False,False,17
57.0,2,1,3,160000,1,False,False,False,False,True,False,False,False,False,False,False,False,False,17
145.0,4,2,5,595000,1,False,True,True,True,False,False,False,True,False,True,True,False,True,17
145.0,4,2,5,590000,1,False,True,True,True,False,False,False,True,False,True,True,False,True,17
73.0,3,1,1,88000,1,False,True,True,False,True,False,False,False,False,False,False,False,False,17
49.0,2,1,1,270000,1,False,True,False,False,False,False,False,False,False,False,False,False,False,17
75.0,3,1,1,277500,1,False,True,True,False,True,False,False,True,True,False,False,False,False,17
71.0,3,1,1,320000,1,False,False,False,False,True,False,False,False,False,False,False,False,False,17
61.0,1,2,3,295000,2,False,True,True,True,True,False,False,True,False,False,False,False,False,17
112.0,3,2,2,395000,1,False,True,True,True,True,False,False,True,False,False,False,False,True,17
68.0,2,1,1,146900,1,False,True,False,False,True,False,False,True,False,False,False,False,False,17
75.0,3,2,1,330000,1,False,True,False,True,True,False,False,False,False,False,False,False,True,17
98.0,2,1,10,260000,1,False,True,True,True,True,False,False,False,False,True,True,False,False,17
84.0,2,1,5,390000,1,False,True,True,True,True,False,False,True,False,False,False,False,True,17
136.0,4,2,6,375000,1,False,False,False,True,True,False,False,True,False,True,False,False,False,17
85.0,2,1,1,311000,1,False,False,False,True,True,False,False,False,False,False,True,False,False,17
61.0,2,2,3,413000,1,False,False,True,True,True,False,False,False,False,False,False,False,False,17
130.0,4,3,4,575000,1,False,False,True,True,True,False,False,False,False,False,False,False,False,17
40.0,2,1,2,215000,1,False,True,True,False,True,False,False,True,False,False,False,False,False,17
67.0,2,1,5,375000,1,False,True,True,True,True,False,False,True,False,False,False,False,False,17
92.0,3,2,6,365000,1,False,True,True,True,True,False,False,False,False,False,True,False,False,17
301.0,5,3,2,1290000,1,False,False,True,True,True,False,False,False,False,True,True,True,True,17
56.0,1,2,11,279000,3,False,True,False,True,True,False,False,True,False,True,True,False,False,17
187.0,2,1,1,1500000,1,False,False,False,True,True,False,False,False,False,True,False,False,False,17
50.0,2,1,10,125000,1,False,False,False,False,True,False,False,True,False,True,False,False,False,17
69.0,2,2,2,249624,1,False,False,True,True,True,False,False,False,False,True,False,False,False,17
69.0,2,2,1,235756,1,False,False,True,True,True,False,False,False,False,True,False,False,False,17
58.0,2,1,1,189000,1,False,True,True,False,True,False,False,False,False,False,False,False,False,17
368.0,6,3,6,1600000,1,False,False,False,True,True,False,False,True,False,True,False,False,False,17
126.0,2,2,1,460000,2,False,True,True,True,True,False,False,False,False,True,False,False,True,17
186.0,4,2,1,675000,1,False,True,False,True,True,False,False,True,True,True,True,False,False,17
82.0,1,2,3,279000,3,False,True,True,True,True,False,False,True,False,True,False,False,False,17
49.0,1,1,6,187000,1,False,False,True,True,True,False,False,False,False,False,False,False,False,17
398.0,5,3,11,740000,4,False,True,True,False,False,True,False,True,True,True,False,False,True,17
108.0,3,1,2,285000,3,False,False,True,False,True,False,False,True,False,True,False,False,False,17
203.0,4,4,1,1575000,1,False,True,True,True,True,False,False,False,False,False,False,True,True,17
162.0,4,3,4,829000,1,False,False,True,True,True,False,False,True,False,False,True,True,True,17
67.0,1,1,11,250000,1,False,True,True,True,True,False,False,False,False,False,False,False,False,17
70.0,1,1,10,260000,1,False,True,True,True,True,False,False,False,False,False,False,False,False,17
76.0,2,1,2,365000,1,True,False,False,True,True,False,False,False,False,True,False,False,False,17
76.0,2,1,1,360000,1,True,False,False,True,True,False,False,False,False,True,False,False,False,17
58.0,1,1,10,330000,1,True,False,False,True,True,False,False,True,False,True,False,False,False,17
128.0,3,2,1,599000,1,False,True,True,True,True,False,True,True,True,True,False,True,True,17
117.0,3,2,3,449000,3,False,True,True,True,True,False,True,True,False,True,False,False,True,17
66.0,2,1,1,220000,1,False,True,True,False,True,False,False,False,False,False,False,False,True,17
80.0,3,2,3,223000,1,False,False,False,False,True,False,False,False,False,False,False,False,False,17
169.0,4,3,3,522000,3,False,True,True,True,True,False,False,True,False,False,False,False,False,17
97.0,3,2,1,299900,1,False,True,True,True,True,False,False,True,False,False,False,False,False,17
67.0,1,1,1,275000,1,False,True,True,True,True,False,True,True,False,False,True,True,False,17
277.0,5,3,8,1190000,1,False,True,True,True,True,False,False,True,False,True,False,False,True,17
157.0,2,2,5,899000,3,False,True,True,True,True,False,True,True,True,False,False,False,True,17
57.0,2,1,2,165000,1,False,False,False,False,True,False,False,False,False,False,False,False,False,17
65.0,2,2,2,210000,1,False,True,True,False,False,False,False,False,False,False,False,False,False,17
180.0,4,3,10,550000,1,False,False,True,True,True,False,False,True,True,False,False,False,False,17
82.0,3,1,10,199000,1,False,False,True,True,True,False,False,False,False,False,False,False,False,17
135.0,5,2,2,363000,1,False,False,False,True,True,False,False,False,False,False,False,False,False,17
59.0,2,1,1,235000,1,False,True,True,True,True,False,False,False,False,False,False,False,True,17
94.0,3,2,3,380000,1,False,False,True,True,True,False,False,True,False,False,True,False,False,17
70.0,2,1,3,199000,1,False,False,False,False,True,False,False,True,True,True,False,False,False,17
104.0,3,1,2,380000,1,False,False,False,True,True,False,False,True,True,False,False,False,False,17
231.0,5,3,8,835000,1,False,False,True,True,True,False,False,True,True,True,False,False,True,17
340.0,6,3,3,1180000,1,False,True,True,True,True,False,False,True,False,True,True,True,True,17
81.0,3,1,1,242000,1,False,True,False,False,True,False,False,True,False,False,False,False,False,17
50.0,2,1,11,299000,2,False,False,False,True,True,False,False,False,False,True,False,False,True,17
130.0,4,3,4,575000,1,False,False,True,True,True,False,False,False,False,False,False,False,False,17
286.0,5,4,6,890000,1,False,True,True,True,True,False,False,True,False,True,False,False,True,17
61.0,1,2,3,285000,3,False,True,False,True,True,False,False,True,False,False,False,False,False,17
80.0,2,2,2,350000,1,False,True,True,True,True,False,True,False,True,True,True,True,True,17
118.0,4,3,2,548000,1,False,False,True,True,True,False,False,True,False,False,False,False,True,17
163.0,3,2,1,698000,1,False,True,True,True,True,False,False,True,False,True,True,False,False,17
59.0,3,1,1,200000,1,False,True,True,True,True,False,False,True,False,False,True,False,False,17
126.0,4,2,1,425000,1,False,False,True,True,True,False,False,False,False,False,False,False,False,17
320.0,4,4,8,1995000,3,False,True,True,True,True,False,False,True,False,True,False,False,True,17
142.0,2,2,1,800000,1,False,True,True,True,True,False,False,False,False,True,False,False,False,17
88.0,2,2,2,353900,1,False,True,True,True,True,False,False,False,False,True,False,False,True,17
74.0,1,1,11,195000,1,False,True,True,True,True,False,False,True,False,False,False,False,False,17
79.0,2,1,3,589000,1,False,True,True,True,True,False,True,True,False,False,False,False,True,17
96.0,3,2,2,320000,1,False,False,True,True,True,False,False,False,False,True,False,False,False,17
205.0,4,3,1,1150000,1,False,True,True,True,True,False,False,True,False,True,False,False,True,17
36.0,1,1,10,125000,1,False,False,False,False,True,False,False,False,False,False,False,False,False,17
55.0,2,1,2,144900,1,False,True,False,False,True,False,False,False,True,False,False,False,False,17
59.0,1,1,1,264900,1,False,True,True,False,True,False,False,False,False,False,False,False,False,17
62.0,2,1,10,252000,1,False,True,True,True,True,False,False,False,False,False,False,False,False,17
71.0,1,2,7,360000,1,False,True,True,True,True,False,False,False,True,False,False,False,False,17
110.0,3,2,10,235000,2,False,False,False,False,True,False,False,False,False,False,False,False,False,17
50.0,1,1,2,215000,1,False,True,True,False,True,False,False,False,False,False,False,False,False,17
44.0,2,1,10,159900,1,False,False,False,True,False,False,False,True,False,False,False,False,False,17
210.0,4,3,8,940000,1,False,True,True,True,True,False,False,True,False,False,False,False,True,17
290.0,6,3,2,1050000,1,False,True,True,True,True,False,False,True,False,True,False,False,True,17
239.0,4,3,2,1050000,1,False,True,True,True,True,False,False,True,False,True,False,True,True,17
247.0,4,3,1,1075000,1,False,True,True,True,True,False,False,True,False,True,False,False,True,17
119.0,3,2,1,440000,1,False,False,True,True,True,False,False,True,False,False,False,False,False,17
95.0,2,2,10,275000,1,False,True,True,False,True,False,False,True,False,False,False,False,False,17
82.0,1,2,4,279000,2,False,False,True,True,True,False,False,True,False,True,False,False,False,17
145.0,2,1,3,600000,1,False,False,True,True,True,False,False,True,False,False,False,False,True,17
70.0,2,1,8,410000,1,False,False,True,True,True,False,False,True,False,False,False,False,False,17
68.0,2,1,2,285000,1,False,True,True,True,True,False,False,False,False,False,False,False,False,17
71.0,1,1,1,215000,1,False,True,False,True,True,False,False,False,False,False,False,False,False,17
150.0,3,2,10,395000,1,False,True,False,False,False,False,False,False,False,False,False,False,False,17
130.0,2,1,11,189900,1,False,False,False,False,True,False,False,False,False,False,False,False,False,17
144.0,4,3,10,680000,1,False,True,True,False,True,False,False,False,False,False,False,False,False,17
203.0,4,4,1,1575000,1,False,True,True,True,True,False,False,False,False,False,False,True,True,17
34.0,1,1,10,103990,1,False,True,False,False,True,False,False,False,False,False,False,False,False,17
155.0,4,3,2,840000,1,False,True,True,True,True,False,True,False,False,True,False,True,True,17
65.0,2,1,1,175000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,17
50.0,1,1,2,147000,1,False,False,True,False,True,False,False,False,True,False,False,False,False,17
212.0,5,2,3,765000,1,False,True,True,True,True,False,False,True,False,False,False,False,True,17
59.0,3,1,3,180000,1,False,True,True,False,False,False,False,False,False,False,False,False,False,17
85.0,3,2,1,228000,1,False,False,True,False,False,False,False,True,False,False,False,False,False,17
143.0,5,2,1,419000,1,False,True,True,True,True,False,False,False,False,False,True,False,False,17
